а - буквы русского алфавита {буквы} 	 type:NAN
туф - Группа горных пород {Группа} 	 type:NAN
тушканчик - пустынное животное отряда {животное} 	 type:ANN 
тушь - краска специального приготовления {краска} 	 type:NAN
тушь - цветная водяная краска {краска} 	 type:AAN 
тысяцкий - Начальник военного ополчения {Начальник} 	 type:NAN
тычинка - орган размножения цветковых растений {орган} 	 type:NNAN 
тюбетейка - островерхая неглубокая шапочка {шапочка} 	 type:AAN 
тюбик - трубочка из металла {трубочка} 	 type:NPN
тюль - прозрачная сетчатая ткань {ткань} 	 type:AAN 
тюрколог - Специалист по тюркологии {Специалист} 	 type:NPN
тюркология - Совокупность гуманитарных наук {Совокупность} 	 type:NAN
тютя - вялом нерасторопном человеке {человеке} 	 type:AAN 
тяжеловоз - пород рабочих лошадей {пород} 	 type:NAN
тяжесть - Проявление взаимного тяготения {Проявление} 	 type:NAN
тяпка - Орудие для рубки {Орудие} 	 type:NPN
у - буквы русского алфавита {буквы} 	 type:NAN
убойность - Сила убойного действия {Сила} 	 type:NAN
увальность - Свойство парусного судна {Свойство} 	 type:NAN
уверенность - Убежденность в чем {Убежденность} 	 type:NPN
увечье - повреждение (от удара {повреждение} 	 type:NPN
увраж - издание большого формата {издание} 	 type:NAN
увраж - иллюстрированное художественное издание {издание} 	 type:AAN 
углеводороды - Класс органических соединений {Класс} 	 type:NAN
углеводы - группа органических соединений {группа} 	 type:NAN
угледобыча - Добыча каменного угля {Добыча} 	 type:NAN
углежжение - Получение древесного угля {Получение} 	 type:NAN
угленосность - Концентрация угольного вещества {Концентрация} 	 type:NAN
углеобразование - Процесс образования угольных месторождений {Процесс} 	 type:NNAN 
углеподатчик - Механизм для подачи {Механизм} 	 type:NPN
угломер - Прибор для измерения {Прибор} 	 type:NPN
угольщик - Работник угольной промышленности {Работник} 	 type:NAN
удавка - Петля для удушения {Петля} 	 type:NPN
ударник - Наименование передового работника {Наименование} 	 type:NAN
удел - владение на Руси {владение} 	 type:NPN
узурпация - противозаконный захват власти {захват} 	 type:ANN 
указ - Распоряжение верховного органа {Распоряжение} 	 type:NAN
уклад - порядок в организации {порядок} 	 type:NPN
уключина - Приспособление для укрепления {Приспособление} 	 type:NPN
ультиматизм - течение в РСДРП {течение} 	 type:NPN
ум - мыслительная способность человека {способность} 	 type:ANN 
умница - рассудительный толковый человек {человек} 	 type:AAN 
уморение - Обработка волоса меховых шкурок {Обработка} 	 type:NNAN 
умысел - обдуманное тайное намерение {намерение} 	 type:AAN 
униат - Последователь церковной унии {Последователь} 	 type:NAN
универсам - продовольственный магазин самообслуживания {магазин} 	 type:ANN 
универсиада - студенческие спортивные соревнования {соревнования} 	 type:AAN 
унитаз - Раковина для стока {Раковина} 	 type:NPN
упорство - стремление к чему {стремление} 	 type:NPN
уравниловка - уравнение в чем {уравнение} 	 type:NPN
уремия - хроническое отравление организма {отравление} 	 type:ANN 
уретроскоп - прибор для исследования {прибор} 	 type:NPN
уретроскопия - Метод исследования мочеиспускательного канала {Метод} 	 type:NNAN 
урильник - горшок для мочи {горшок} 	 type:NPN
урна - Сосуд для хранения {Сосуд} 	 type:NPN
уровнемер - Прибор для измерения {Прибор} 	 type:NPN
уродство - физический недостаток организма {недостаток} 	 type:ANN 
уротропин - препарат антисептического действия {препарат} 	 type:NAN
усадьба - Совокупность строений (жилого дома {Совокупность} 	 type:NNAN 
устремленность - Направленность к какой {Направленность} 	 type:NPN
утварь - Совокупность предметов необходимых {Совокупность} 	 type:NNA 
утеплитель - Приспособление для утепления {Приспособление} 	 type:NPN
утильцех - Цех по утилизации {Цех} 	 type:NPN
утиральник - Полотенце для утирания {Полотенце} 	 type:NPN
утопизм - Построение планов социального переустройства {Построение} 	 type:NNAN 
утор - Нарезка для вставки {Нарезка} 	 type:NPN
утренник - мороз до восхода {мороз} 	 type:NPN
утреня - служб у христиан {служб} 	 type:NPN
утруска - Уменьшение веса сыпучих тел {Уменьшение} 	 type:NNAN 
утюг - прибор для глажения {прибор} 	 type:NPN
ухарь - бесшабашные поступки человек {поступки} 	 type:ANN 
ухищрение - прием для достижения {прием} 	 type:NPN
учуг - Устройство для задержания {Устройство} 	 type:NPN
фа - звук музыкальной гаммы {звук} 	 type:NAN
фабзавуч - Школа фабрично-заводского ученичества {Школа} 	 type:NAN
фабра - Краска для чернения {Краска} 	 type:NPN
фабрика-кухня - предприятие общественного питания {предприятие} 	 type:NAN
фаворит - Любимец какого высокопоставленного {Любимец} 	 type:NNA 
фагот - инструмент низкого тембра {инструмент} 	 type:NAN
фагот - деревянный музыкальный инструмент {инструмент} 	 type:AAN 
фазан - птица отряда куриных {птица} 	 type:NNA 
фазановые - птиц отряда куриных {птиц} 	 type:NNA 
фазометр - Прибор для измерения {Прибор} 	 type:NPN
фазотрон - Установка для ускорения {Установка} 	 type:NPN
фактура - Своеобразие художественной техники {Своеобразие} 	 type:NAN
фал - Снасть для подъема {Снасть} 	 type:NPN
фальцет - звук певческого голоса {звук} 	 type:NAN
фамилия - семейное наименование человека {наименование} 	 type:ANN 
фанатик - Человек исступленной религиозности {Человек} 	 type:NAN
фант - Предмет для жеребьевки {Предмет} 	 type:NPN
фанфара - инструмент род удлиненной трубы {инструмент} 	 type:NNAN 
фанфара - медный музыкальный инструмент {инструмент} 	 type:AAN 
фанфара - музыкальный инструмент род {инструмент} 	 type:ANN 
фарада - Единица электрической емкости {Единица} 	 type:NAN
фарандола - провансальский народный танец {танец} 	 type:AAN 
фарингит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
фарисей - Представитель общественно течения {Представитель} 	 type:NAN
фармаколог - Специалист по фармакологии {Специалист} 	 type:NPN
фармакопея - свод обязательных правил {свод} 	 type:NAN
фармация - Комплекс научно дисциплин {Комплекс} 	 type:NAN
фарс - западноевропейского народного театра {театра} 	 type:AAN 
фартинг - мелкая английская монета {монета} 	 type:AAN 
фата - голову из кисеи {голову} 	 type:NPN
фаунистика - Раздел зоологической географии {Раздел} 	 type:NAN
февраль - месяц календарного года {месяц} 	 type:NAN
федерализация - Введение федеративного устройства {Введение} 	 type:NAN
федерализм - Принцип государственного устройства {Принцип} 	 type:NAN
феерия - Жанр театральных представлений {Жанр} 	 type:NAN
фелюга - судно прибрежного плавания {судно} 	 type:NAN
фелюга - парусное беспалубное судно {судно} 	 type:AAN 
феминизация - Развитие у особи {Развитие} 	 type:NPN
фен - Прибор для сушки {Прибор} 	 type:NPN
феникс - птица в старости {птица} 	 type:NPN
фенолог - Специалист по фенологии {Специалист} 	 type:NPN
феноменология - идеалистической философии Гегеля {философии} 	 type:ANN 
феод - наследственное земельное владение {владение} 	 type:AAN 
феодал - Представитель господствующего класса {Представитель} 	 type:NAN
ферма - животноводческое хозяйство совхоза {хозяйство} 	 type:ANN 
ферромагнетизм - Совокупность магнитных явлений {Совокупность} 	 type:NAN
ферязь - русская распашная одежда {одежда} 	 type:AAN 
феска","фес - шапочка из фетра {шапочка} 	 type:NPN
фетишизм - Культ неодушевленных предметов {Культ} 	 type:NAN
фетр - войлок высшего сорта {войлок} 	 type:NAN
фехраль - сплав из железа {сплав} 	 type:NPN
фиакр - экипаж в городах {экипаж} 	 type:NPN
фигаро - свободной женской кофточки {кофточки} 	 type:AAN 
физиогномика","физиономика - Искусство определения внутреннего состояния {Искусство} 	 type:NNAN 
физиолог - Специалист по физиологии {Специалист} 	 type:NPN
фиксатив - Раствор бесцветной смолы {Раствор} 	 type:NAN
фиксатуар - Помада для приглаживания {Помада} 	 type:NPN
филе - Мясо высшего сорта {Мясо} 	 type:NAN
филогенез - Процесс исторического развития {Процесс} 	 type:NAN
филокартия - Коллекционирование художественных открыток {Коллекционирование} 	 type:NAN
филолог - Специалист по филологии {Специалист} 	 type:NPN
филология - Совокупность гуманитарных наук {Совокупность} 	 type:NAN
философ - Специалист по философии {Специалист} 	 type:NPN
филофония - Коллекционирование звукозаписей (музыкальных {Коллекционирование} 	 type:NNA 
фильмоскоп - Аппарат для рассматривания {Аппарат} 	 type:NPN
фимиам - вещество для курения {вещество} 	 type:NPN
финик - Плод финиковой пальмы {Плод} 	 type:NAN
фисгармония - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фита - буквы русского алфавита {буквы} 	 type:NAN
фитинг - наименование соединительных деталей {наименование} 	 type:NAN
фитопланктон - Совокупность микроскопических растений {Совокупность} 	 type:NAN
фитотрон - Камера для выращивания {Камера} 	 type:NPN
флагшток - Шест для подъема {Шест} 	 type:NPN
флажолет - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фламинго - субтропическая водная птица {птица} 	 type:AAN 
фланг - правая сторона шеренги {сторона} 	 type:ANN 
фланель - шерстяная ворсистая ткань {ткань} 	 type:AAN 
фланк - участок крепостной ограды {участок} 	 type:NAN
флегматик - Человек флегмагического темперамента {Человек} 	 type:NAN
флейта - инструмент высокого тона {инструмент} 	 type:NAN
флейта - духовой музыкальный инструмент {инструмент} 	 type:AAN 
флексура - изгиб слоев горных пород {изгиб} 	 type:NNAN 
флердоранж - цветы померанцевого дерева {цветы} 	 type:NAN
фломастер - карандаша наподобие авторучки {карандаша} 	 type:NPN
флотация - Метод обогащения полезных ископаемых {Метод} 	 type:NNAN 
флотилия - Соединение военных судов {Соединение} 	 type:NAN
флюгарка - Эмблема установленного рисунка {Эмблема} 	 type:NAN
флюорография - Метод рентгенологического исследования {Метод} 	 type:NAN
фокстрот - танец четырехдольного размера {танец} 	 type:NAN
фолликулин - женских половых гормонов {гормонов} 	 type:AAN 
фольга - тонкий металлический лист {лист} 	 type:AAN 
фонация - процесс человеческой речи {процесс} 	 type:NAN
фонендоскоп - прибор для выслушивания {прибор} 	 type:NPN
фонетист - Специалист в области {Специалист} 	 type:NPN
фоника - организация поэтической речи {организация} 	 type:NAN
фонограф - Прибор для записи {Прибор} 	 type:NPN
фонометр - Прибор для измерения {Прибор} 	 type:NPN
фоноскоп - Прибор для изучения {Прибор} 	 type:NPN
фордек - верх у экипажа {верх} 	 type:NPN
формализм - Соблюдение внешней формы {Соблюдение} 	 type:NAN
формула - краткое определение какого {определение} 	 type:ANN 
форсунка - Устройство для распыления {Устройство} 	 type:NPN
фортепьяно","фортепиано - струнный музыкальный инструмент {инструмент} 	 type:AAN 
фоска - карты от двойки {карты} 	 type:NPN
фосфат - Соль фосфорной кислоты {Соль} 	 type:NAN
фотарий - кабинет для проведения {кабинет} 	 type:NPN
фотобумага - Бумага для печатания {Бумага} 	 type:NPN
фотовспышка - сильное освещение какого {освещение} 	 type:ANN 
фотография - Способ получения видимого изображения {Способ} 	 type:NNAN 
фотолаборатория - Лаборатория для работы {Лаборатория} 	 type:NPN
фотометр - Прибор для определения {Прибор} 	 type:NPN
фотометрия - Раздел физической оптики {Раздел} 	 type:NAN
фотообъектив - Объектив фотографического аппарата {Объектив} 	 type:NAN
фотостат - Аппарат для копирования {Аппарат} 	 type:NPN
фототелеграф - электросвязи (телеграфной связи {электросвязи} 	 type:NAN
фототипия - Способ плоской печати {Способ} 	 type:NAN
фотоувеличитель - прибор для увеличения {прибор} 	 type:NPN
фотохимия - Раздел физической химии {Раздел} 	 type:NAN
фотоцинкография - способ изготовления цинковых клише {способ} 	 type:NNAN 
фофан - спортивное гребное судно {судно} 	 type:AAN 
фразеология - Совокупность устойчивых оборотов {Совокупность} 	 type:NAN
фрактура - шрифта готического рисунка {шрифта} 	 type:NAN
франки - Группа германских племен {Группа} 	 type:NAN
фрау - Наименование замужней женщины {Наименование} 	 type:NAN
фрейдизм - учения австрийского психиатра {учения} 	 type:NAN
фрейлейн - Наименование незамужней женщины {Наименование} 	 type:NAN
френолог - Специалист по френологии {Специалист} 	 type:NPN
френч - Куртка военного образца {Куртка} 	 type:NAN
фриз - ворсистая ткань типа {ткань} 	 type:ANN 
фрикаделька - Шарик из фарша {Шарик} 	 type:NPN
фрикцион - Муфта для валов {Муфта} 	 type:NPN
фронда - движение против абсолютизма {движение} 	 type:NPN
фронтит - Воспаление лобной пазухи {Воспаление} 	 type:NAN
фторопласты - группы синтетических полимеров {группы} 	 type:NAN
фугас - Заряд взрывчатого вещества {Заряд} 	 type:NAN
фузея - кремневое гладкоствольное ружье {ружье} 	 type:AAN 
фуксин - краситель ярко цвета {краситель} 	 type:NAN
фуле - ткань для пальто {ткань} 	 type:NPN
фуляр - мягкая шелковая ткань {ткань} 	 type:AAN 
фундамент - Основание (из камня {Основание} 	 type:NPN
фураж - корм для лошадей {корм} 	 type:NPN
фурия - богинь мщения разъяренной {богинь} 	 type:NNA 
фурма - Устройство для подачи {Устройство} 	 type:NPN
фурункул - воспаление волосяного мешочка {воспаление} 	 type:NAN
фурштат - Военный обоз военного обоза {Военный} 	 type:NNAN 
фурьеризм - учений утопического социализма {учений} 	 type:NAN
футуролог - Специалист по футурологии {Специалист} 	 type:NPN
футурология - Область научных знаний {Область} 	 type:NAN
фухтель - сторона клинка холодного оружия {сторона} 	 type:NNAN 
халифат - Система государственного устройства {Система} 	 type:NAN
хан - Титул феодального правителя {Титул} 	 type:NAN
ханжество - показная набожность добродетельность {набожность} 	 type:ANN 
хват - ловкий удалой человек {человек} 	 type:AAN 
хедер - школа для мальчиков {школа} 	 type:NPN
хедер - начальная религиозная школа {школа} 	 type:AAN 
херес - крепкого виноградного вина {вина} 	 type:AAN 
химизация - направлений технического прогресса {направлений} 	 type:NAN
химик - Специалист по химии {Специалист} 	 type:NPN
хиротония - посвящение лиц духовного звания {посвящение} 	 type:NNAN 
хитин - вещество из группы {вещество} 	 type:NPN
хитринка - небольшой доле хитрости {доле} 	 type:ANN 
хитросплетение - сложное переплетение чего {переплетение} 	 type:ANN 
хламида - одежда древних греков {одежда} 	 type:NAN
хлеборезка - Приспособление для резки {Приспособление} 	 type:NPN
хлебостой - покров хлебных полей {покров} 	 type:NAN
хлопец - Подросток мальчик человек {Подросток} 	 type:NAN
хлопководство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
хлопо'к - Удар по чему {Удар} 	 type:NPN
хлоратор - Аппарат для дозирования {Аппарат} 	 type:NPN
хлориты - Группа слюдоподобных минералов {Группа} 	 type:NAN
хлыст - прут из ремней {прут} 	 type:NPN
хлысты - секта в России {секта} 	 type:NPN
хлыщ - пустой человек фат {человек} 	 type:ANN 
хлюст - пронырливый нахальный человек {человек} 	 type:AAN 
хляск - звук от удара {звук} 	 type:NPN
хмарь - Пелена темных туч {Пелена} 	 type:NAN
хмелеводство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
ходики - часы упрощенного устройства {часы} 	 type:NAN
холера - заразное заболевание человека {заболевание} 	 type:ANN 
холерик - Человек холерического темперамента {Человек} 	 type:NAN
холецистит - Воспаление желчного пузыря {Воспаление} 	 type:NAN
хор - участник древнегреческой трагедии {участник} 	 type:NAN
хореограф - Специалист по хореографии {Специалист} 	 type:NPN
хормейстер - Руководитель хора хоровой {Руководитель} 	 type:NNA 
хоровод - массовый народный танец {танец} 	 type:AAN 
хоромы - жилой деревянный дом {дом} 	 type:AAN 
хохлатка - птица ночных бабочек {птица} 	 type:NAN
хохма - веселая шутка что {шутка} 	 type:ANN 
хребет - Позвоночник животного рыбы {Позвоночник} 	 type:NAN
хребтуг - кошель для овса {кошель} 	 type:NPN
хризоберилл - Минерал различной окраски {Минерал} 	 type:NAN
хроматизм - Свойство белого луча {Свойство} 	 type:NAN
хроматы - Соли хромовой кислоты {Соли} 	 type:NAN
хромка - диатонической русской гармони {гармони} 	 type:AAN 
хромолитография - способ печатания многоцветных изображений {способ} 	 type:NNAN 
хромосфера - слоев солнечной атмосферы {слоев} 	 type:NAN
хронограф - Памятник древней письменности {Памятник} 	 type:NAN
хронограф - Прибор для измерения {Прибор} 	 type:NPN
хронология - Последовательность исторических событий {Последовательность} 	 type:NAN
хроноскоп - Прибор для измерения {Прибор} 	 type:NPN
хруст - треск от чего {треск} 	 type:NPN
хрусталь - стекла высокого качества {стекла} 	 type:NAN
хрыч - старого человека старика {человека} 	 type:ANN 
хрящ - ткань организма позвоночных животных {ткань} 	 type:NNAN 
хрящ - твердая соединительная ткань {ткань} 	 type:AAN 
хрящ - соединительная ткань организма {ткань} 	 type:ANN 
худо - плохое неприятное зло {зло} 	 type:AAN 
хулиганство - Нарушение правил общественного порядка {Нарушение} 	 type:NNAN 
хунхуз - Участник вооруженных банд {Участник} 	 type:NAN
хурал - Наименование органов государственной власти {Наименование} 	 type:NNAN 
цапка - мотыга для рыхления {мотыга} 	 type:NPN
цветомузыка - Исполнение музыкального произведения {Исполнение} 	 type:NAN
цветуха - Появление цветоносных стеблей {Появление} 	 type:NAN
цевка - Деталь передаточного механизма {Деталь} 	 type:NAN
цевница - духовой музыкальный инструмент {инструмент} 	 type:AAN 
целлофан - Пленка из целлюлозы {Пленка} 	 type:NPN
целлулоид - вещество из нитроцеллюлозы {вещество} 	 type:NPN
цементация - Закрепление грунтов каменных {Закрепление} 	 type:NNA 
цент - монета в США {монета} 	 type:NPN
цеп - орудие для молотьбы {орудие} 	 type:NPN
цепь - Ряд металлических звеньев {Ряд} 	 type:NAN
цербер - трехголовый злой пес {пес} 	 type:AAN 
церемониймейстер - высших придворных чинов {придворных} 	 type:ANN 
церковнослужитель - Служитель в церкви {Служитель} 	 type:NPN
цесаревич - наименование наследника царского престола {наименование} 	 type:NNAN 
цесарка - Птица отряда куриных {Птица} 	 type:NNA 
цехин - венецианская золотая монета {монета} 	 type:AAN 
цеце - кровососущая живородящая муха {муха} 	 type:AAN 
цивилизация - Уровень общественного развития {Уровень} 	 type:NAN
цивилистика - Наука гражданского права {Наука} 	 type:NAN
циклотрон - Установка для ускорения {Установка} 	 type:NPN
цикля - деревообрабатывающий режущий инструмент {инструмент} 	 type:AAN 
цимлянское - игристого виноградного вина {вина} 	 type:AAN 
циник - последователь философской школы {последователь} 	 type:NAN
цинкография - Способ изготовления цинковых клише {Способ} 	 type:NNAN 
цирроз - Разрастание в каком {Разрастание} 	 type:NPN
цистит - Воспаление мочевого пузыря {Воспаление} 	 type:NAN
цитата - выдержка из какого {выдержка} 	 type:NPN
цитатничество - Применение многочисленных цитат {Применение} 	 type:NAN
цитолог - Специалист по цитологии {Специалист} 	 type:NPN
цитра - щипковый музыкальный инструмент {инструмент} 	 type:AAN 
цыгане - Народ индийского происхождения {Народ} 	 type:NAN
цыганщина - Стиль русских романсов {Стиль} 	 type:NAN
чабер - полукустарниковое душистое растение {растение} 	 type:AAN 
чаинка - кусочек листка сухого {кусочек} 	 type:NNA 
чара - сосуд для питья {сосуд} 	 type:NPN
частотомер - Прибор для измерения {Прибор} 	 type:NPN
частушка - Произведение народной поэзии {Произведение} 	 type:NAN
часы - Прибор для определения {Прибор} 	 type:NPN
чашка - сосуд для питья {сосуд} 	 type:NPN
чебак - частиковых рыб плотвы {рыб} 	 type:ANN 
чекмень - одежда кавказского типа {одежда} 	 type:NAN
челеста - ударно музыкальный инструмент {инструмент} 	 type:AAN 
челобитье - Поклон до земли {Поклон} 	 type:NPN
человеко-день - Единица учета рабочего времени {Единица} 	 type:NNAN 
человеко-час - Единица учета рабочего времени {Единица} 	 type:NNAN 
челядь - Население феодальной вотчины {Население} 	 type:NAN
чемерица - ядовитое луговое растение {растение} 	 type:AAN 
чепан - верхняя крестьянская одежда {одежда} 	 type:AAN 
чепец - женский головной убор {убор} 	 type:AAN 
черва - Пчелы в стадии {Пчелы} 	 type:NPN
червобой - Порча от червей {Порча} 	 type:NPN
червоводня - Помещение для выкармливания {Помещение} 	 type:NPN
червонец - иностранных золотых монет {монет} 	 type:AAN 
череп - Скелет головы позвоночных животных {Скелет} 	 type:NNAN 
чересполосица - Расположение земельных участков {Расположение} 	 type:NAN
черкесы - народностей северо-западного Кавказа {народностей} 	 type:NAN
черника - ягодный дикорастущий кустарничек {кустарничек} 	 type:AAN 
чернила - раствор какого красящего вещества {раствор} 	 type:NNAN 
чернильница - сосуд для чернил {сосуд} 	 type:NPN
чернослив - сливы особого сорта {сливы} 	 type:NAN
чернотроп - холода до выпадения {холода} 	 type:NPN
черпалка - Сосуд для черпания {Сосуд} 	 type:NPN
черпало - Сосуд для черпания {Сосуд} 	 type:NPN
чертилка - инструмент для нанесения {инструмент} 	 type:NPN
чесуча - ткань полотняного переплетения {ткань} 	 type:NAN
четверик - мера объема сыпучих тел {мера} 	 type:NNAN 
четверик - русская мера объема {мера} 	 type:ANN 
четверохолмие - Участок головного мозга {Участок} 	 type:NAN
четвертование - способ смертной казни {способ} 	 type:NAN
чехол - Покрышка из материи {Покрышка} 	 type:NPN
чиж - лесная певчая птица {птица} 	 type:AAN 
чилибуха - вечнозеленое тропическое деревце {деревце} 	 type:AAN 
чина - кормовое бобовое растение {растение} 	 type:AAN 
чистилище - учению католической церкви {учению} 	 type:NAN
чистоль - Препарат для чистки {Препарат} 	 type:NPN
чистюля - чистоплотный аккуратный человек {человек} 	 type:AAN 
чихирь - вино домашнего приготовления {вино} 	 type:NAN
чихирь - красное неперебродившее вино {вино} 	 type:AAN 
чревосечение - операция вскрытия брюшной полости {операция} 	 type:NNAN 
чубук - стержень курительной трубки {стержень} 	 type:NAN
чума - заразная эпидемическая болезнь {болезнь} 	 type:AAN 
шагомер - прибор для измерения {прибор} 	 type:NPN
шаланда - мелкосидящее судно типа {судно} 	 type:ANN 
шалаш - постройка для жилья {постройка} 	 type:NPN
шалость - Поступок ради веселья {Поступок} 	 type:NPN
шампур - стержень для жаренья {стержень} 	 type:NPN
шанец - укреплений в России {укреплений} 	 type:NPN
шанец - временных полевых укреплений {укреплений} 	 type:AAN 
шарж - юмористическая манера изображения {манера} 	 type:ANN 
шарлах - Краска ярко цвета {Краска} 	 type:NAN
шарманка - переносный механический орган {орган} 	 type:AAN 
шаровары - штаны особого покроя {штаны} 	 type:NAN
шатер - Палатка из ткани {Палатка} 	 type:NPN
шах - непосредственное нападение какой {нападение} 	 type:ANN 
шахиншах - Титул иранского шаха {Титул} 	 type:NAN
шахта - наклонная горная выработка {выработка} 	 type:AAN 
шашист - Игрок в шашки {Игрок} 	 type:NPN
шашлык - Кушанье из кусочков {Кушанье} 	 type:NPN
швабра - метлы из мочала {метлы} 	 type:NPN
швейник - Работник швейной промышленности {Работник} 	 type:NAN
швейцар - Сторож у дверей {Сторож} 	 type:NPN
швертбот - судно облегченной конструкции {судно} 	 type:NAN
шеврет - Кожа хромового дубления {Кожа} 	 type:NAN
шевро - кожа хромового дубления {кожа} 	 type:NAN
шеврон - Нашивка из галуна {Нашивка} 	 type:NPN
шелководство - Разведение тутового шелкопряда {Разведение} 	 type:NAN
шелкокручение - Получение крученого шелка {Получение} 	 type:NAN
шелкомотание - Размотка шелковых коконов {Размотка} 	 type:NAN
шелкопрядение - Производство шелковой пряжи {Производство} 	 type:NAN
шельма - хитрый плутоватый человек {человек} 	 type:AAN 
шербет - фруктовый прохладительный напиток {напиток} 	 type:AAN 
шерстомойка - Машина для промывки {Машина} 	 type:NPN
шерсть - покров млекопитающих животного {покров} 	 type:NNA 
шестерик - русская мера (счета {мера} 	 type:ANN 
шивера - участок русла сибирских {участок} 	 type:NNA 
шивера - мелководный участок русла {участок} 	 type:ANN 
шило - Инструмент для прокалывания {Инструмент} 	 type:NPN
шинель - пальто особого покроя {пальто} 	 type:NAN
широковещание - Передача по радио {Передача} 	 type:NPN
шифоньер - шкаф для хранения {шкаф} 	 type:NPN
шифоньерка - шкаф для хранения {шкаф} 	 type:NPN
шифр - Система условных знаков {Система} 	 type:NAN
шифратор - Устройство для кодирования {Устройство} 	 type:NPN
шишак - боевой головной убор {убор} 	 type:AAN 
шкалик - русская мера объема {мера} 	 type:ANN 
шквал - порыв сильного ветра {порыв} 	 type:NAN
шкварки - твердые кусочки сала {кусочки} 	 type:ANN 
шкипер - Капитан коммерческого судна {Капитан} 	 type:NAN
школярство - подход к чему {подход} 	 type:NPN
шкот - снасть для растягивания {снасть} 	 type:NPN
шкура - покров тела животного {покров} 	 type:NNA 
шлагбаум - перекладина при помощи {перекладина} 	 type:NPN
шлак - масса различных примесей {масса} 	 type:NAN
шлакобетон - бетон из смеси {бетон} 	 type:NPN
шлевка - кольцо для укрепления {кольцо} 	 type:NPN
шлейф - подол женского платья {подол} 	 type:NAN
шлем - металлический головной убор {убор} 	 type:AAN 
шлихта - раствор для проклейки {раствор} 	 type:NPN
шлык - убор русских замужних крестьянок {убор} 	 type:NNAN 
шлык - головной убор русских {убор} 	 type:ANN 
шлюха - Женщина легкого поведения {Женщина} 	 type:NAN
шлямбур - инструмент для пробивки {инструмент} 	 type:NPN
шляпа - женский головной убор {убор} 	 type:AAN 
шляхта - ряде стран Центральной Европы {ряде} 	 type:NNAN 
шомпол - Стержень для чистки {Стержень} 	 type:NPN
шомполка - Ружье устарелой конструкции {Ружье} 	 type:NAN
шпагат - нить для упаковки {нить} 	 type:NPN
шпак - военными штатского человека {человека} 	 type:AAN 
шпилька - Приспособление для закалывания {Приспособление} 	 type:NPN
шпильман - актер в Германии {актер} 	 type:NPN
шпингалет - задвижка для запирания {задвижка} 	 type:NPN
шпиндель - вал металлорежущего станка {вал} 	 type:NAN
шпицрутены - гибкие прутья палки {прутья} 	 type:ANN 
шпонка - деталь в каком {деталь} 	 type:NPN
шпорец","шпорца - вырост у основания {вырост} 	 type:NPN
шрот - Отход маслобойного производства {Отход} 	 type:NAN
штаб-квартира - Место расположения военного штаба {Место} 	 type:NNAN 
штаб-офицер - Звание старшего офицера {Звание} 	 type:NAN
штабель - ряд чего (строительных {ряд} 	 type:NNA 
штабель - сложенный ряд чего {ряд} 	 type:ANN 
штакетник - планки для ограды {планки} 	 type:NPN
штангенциркуль - Инструмент для измерения {Инструмент} 	 type:NPN
штандарт - знамя в кавалерии {знамя} 	 type:NPN
штафирка - военными штатского человека {человека} 	 type:AAN 
штихель - инструмент для гравирования {инструмент} 	 type:NPN
шток - масса горной породы {масса} 	 type:NAN
штольня - подземная горная выработка {выработка} 	 type:AAN 
штопор - стержень для откупоривания {стержень} 	 type:NPN
штос - игры из приемов {игры} 	 type:NPN
штос - азартной карточной игры {игры} 	 type:AAN 
штоф - русская мера объема {мера} 	 type:ANN 
штоф - шерстяная одноцветная ткань {ткань} 	 type:AAN 
штрек - подземная горная выработка {выработка} 	 type:AAN 
штука - предмет из числа {предмет} 	 type:NPN
штукарь - мастер в каком {мастер} 	 type:NPN
шуба - одежда из меха {одежда} 	 type:NPN
шулерство - игра в карты {игра} 	 type:NPN
шумомер - Прибор для измерения {Прибор} 	 type:NPN
шумопеленгатор - Устройство для обнаружения {Устройство} 	 type:NPN
шуруп - Винт для крепления {Винт} 	 type:NPN
шурф - выработка для разведки {выработка} 	 type:NPN
шурф - подземная горная выработка {выработка} 	 type:AAN 
шутка - остроумная веселая проделка {проделка} 	 type:AAN 
шушун - крестьянская женская одежда {одежда} 	 type:AAN 
щелк - звук от удара {звук} 	 type:NPN
щетка - Приспособление для чистки {Приспособление} 	 type:NPN
щит - вооружение древнего воина {вооружение} 	 type:NAN
щитовка - мелких сосущих насекомых {насекомых} 	 type:AAN 
щупик - придаток ротовой полости {придаток} 	 type:NAN
э - буквы русского алфавита {буквы} 	 type:NAN
