абажур - Колпак для лампы {Колпак} 	 type:NPN
стыд - Чувство сильного смущения {Чувство} 	 type:NAN
субретка - веселая плутоватая служанка {служанка} 	 type:AAN 
субсидия - пособие со стороны {пособие} 	 type:NPN
суворовец - вца суворовского училища {вца} 	 type:NAN
судовождение - Круг научных дисциплин {Круг} 	 type:NAN
судорога - болезненное сокращение мышц {сокращение} 	 type:ANN 
суеверие - Вера во что {Вера} 	 type:NPN
сук - отросток от ствола {отросток} 	 type:NPN
сука - Самка домашней собаки {Самка} 	 type:NAN
сукровица - Жидкость желтоватого цвета {Жидкость} 	 type:NAN
сулема - порошок хлористой ртути {порошок} 	 type:NAN
султан - Соцветие у нек {Соцветие} 	 type:NPN
сульфаты - сульфат Соли серной кислоты {сульфат} 	 type:NNAN 
сумка - вместилище из ткани {вместилище} 	 type:NPN
сундук - ящик для хранения {ящик} 	 type:NPN
суперобложка - обложка поверх переплета {обложка} 	 type:NPN
суппорт - приспособление для укрепления {приспособление} 	 type:NPN
сургуч - смесь смолистых веществ {смесь} 	 type:NAN
сурдинка - приспособление для приглушения {приспособление} 	 type:NPN
сурдокамера - помещение для проведения {помещение} 	 type:NPN
сурьма - Краска для чернения {Краска} 	 type:NPN
сутаж - шнура для отделки {шнура} 	 type:NPN
сутана - верхняя длинная одежда {одежда} 	 type:AAN 
суфле - Кушанье из пюре {Кушанье} 	 type:NPN
сухожилие - упругая соединительная ткань {ткань} 	 type:AAN 
сухожилие - соединительная ткань мышцы {ткань} 	 type:ANN 
сучок - отросток от ствола {отросток} 	 type:NPN
сушка - сухая баранка Сушки {баранка} 	 type:ANN 
сущность - внутреннее содержание предмета {содержание} 	 type:ANN 
сфинкс - непонятном загадочном существе {существе} 	 type:AAN 
схема - Совокупность взаимосвязанных частей {Совокупность} 	 type:NAN
схима - монашеский обет вести {обет} 	 type:ANN 
сходни - мостки для перехода {мостки} 	 type:NPN
сценарий - Список действующих лиц {Список} 	 type:NAN
сценарий - детальный план проведения {план} 	 type:ANN 
сценография - Искусство художественного оформления {Искусство} 	 type:NAN
сцеп - Приспособление при помощи {Приспособление} 	 type:NPN
счетоводство - Ведение бухгалтерского учета {Ведение} 	 type:NAN
счёты - Денежные деловые расчеты {расчеты} 	 type:AAN 
счёты - деловые расчеты отношения {расчеты} 	 type:ANN 
счёты - приспособление для подсчета {приспособление} 	 type:NPN
сынок - обращение пожилого человека {обращение} 	 type:NAN
сыромять - кожа (рогатого скота {кожа} 	 type:NAN
сычуг - отделов желудка жвачных животных {отделов} 	 type:NNAN 
сюзерен - зэрэ В средневековой {зэрэ} 	 type:NNA 
табак - травянистое садовое растение {растение} 	 type:AAN 
табакерка - Коробочка для табака {Коробочка} 	 type:NPN
табачник - Работник табачной промышленности {Работник} 	 type:NAN
табель - ведомость об успеваемости {ведомость} 	 type:NPN
таблица - Сведения о чем {Сведения} 	 type:NPN
табло - сигнальный информационный щит {щит} 	 type:AAN 
тавро - Орудие для выжигания {Орудие} 	 type:NPN
тайга - дикий хвойный лес {лес} 	 type:AAN 
тайнопись - Условное тайное письмо {письмо} 	 type:AAN 
таксономия - Наука о классификации {Наука} 	 type:NPN
талия - Круг карточной игры {Круг} 	 type:NAN
тальк - мягкий слоистый минерал {минерал} 	 type:AAN 
тамбурин - музыкальный инструмент род {инструмент} 	 type:ANN 
танбур - щипковый музыкальный инструмент {инструмент} 	 type:AAN 
танк - резервуар для хранения {резервуар} 	 type:NPN
танк - самоходная боевая машина {машина} 	 type:AAN 
танкер - Судно для перевозки {Судно} 	 type:NPN
танкетка - гусеничная боевая машина {машина} 	 type:AAN 
танкист - Военнослужащий танковых войск {Военнослужащий} 	 type:NAN
тантал - металл светло-серого цвета {металл} 	 type:NAN
таран - орудие для разрушения {орудие} 	 type:NPN
тарелка - Ударный музыкальный инструмент {инструмент} 	 type:AAN 
тарпан - лошадь серой масти {лошадь} 	 type:NAN
тафта - ткань полотняного переплетения {ткань} 	 type:NAN
тахта - диван без спинки {диван} 	 type:NPN
тачанка - четырехколесная парная повозка {повозка} 	 type:AAN 
творог - ТВОРОГ Пи щевой {ТВОРОГ} 	 type:NNA 
театр - театр военных действий {театр} 	 type:NAN
театр - Искусство представления драматических произведений {Искусство} 	 type:NNAN 
театрал - Любитель театра театральных зрелищ {Любитель} 	 type:NNAN 
текст - последовательность отрезков письменного произведения {последовательность} 	 type:NNAN 
текст - организованная последовательность отрезков {последовательность} 	 type:ANN 
текстилыцик - Работник текстильной промышленности {Работник} 	 type:NAN
текстолог - Специалист по текстологии {Специалист} 	 type:NPN
текстура - Строение (твердого вещества {Строение} 	 type:NAN
тектоника - Строение земной коры {Строение} 	 type:NAN
текучка - текущие дела Г {дела} 	 type:ANN 
телевещание - средств массовой информации {средств} 	 type:NAN
телевизор - Аппарат для приема {Аппарат} 	 type:NPN
телега - повозка для перевозки {повозка} 	 type:NPN
телеграфист - Специалист по телеграфии {Специалист} 	 type:NPN
телекс - сеть абонентного телеграфирования {сеть} 	 type:NAN
телепатия - парапсихологическое явление передачи {явление} 	 type:ANN 
телескоп - прибор для изучения {прибор} 	 type:NPN
телефон - Аппарат для разговора {Аппарат} 	 type:NPN
телефонист - Специалист по телефонии {Специалист} 	 type:NPN
телефонист - Работник телефонной станции {Работник} 	 type:NAN
телогрея - распашная верхняя одежда {одежда} 	 type:AAN 
телятник - Помещение для телят {Помещение} 	 type:NPN
тема - мотив музыкального произведения {мотив} 	 type:NAN
теневик - Делец теневой экономики {Делец} 	 type:NAN
тень - отражение на чем {отражение} 	 type:NPN
тень - Подозрение в чем {Подозрение} 	 type:NPN
тенёта - Сеть для ловли {Сеть} 	 type:NPN
теодолит - астрономический угломерный инструмент {инструмент} 	 type:AAN 
теолог - Специалист по теологии {Специалист} 	 type:NPN
теория - Совокупность обобщенных положений {Совокупность} 	 type:NAN
теософия - Учение о возможности {Учение} 	 type:NPN
теплообмен - Процесс необратимого распространения {Процесс} 	 type:NAN
теплообменник - Аппарат для передачи {Аппарат} 	 type:NPN
теплопровод - Трубопровод для передачи {Трубопровод} 	 type:NPN
терем - высокий богатый дом {дом} 	 type:AAN 
терминал - Устройство в ЭВМ {Устройство} 	 type:NPN
термит - насекомое жарких стран {насекомое} 	 type:NAN
термитник - надземное гнездо термитов {гнездо} 	 type:ANN 
термометр - Прибор для измерения {Прибор} 	 type:NPN
термос - сосуд для хранения {сосуд} 	 type:NPN
термостат - Прибор для поддержания {Прибор} 	 type:NPN
терраса - уступ земной поверхности {уступ} 	 type:NAN
террикон - отвал пустой породы {отвал} 	 type:NAN
тесак - топор для тесания {топор} 	 type:NPN
тесто - масса из муки {масса} 	 type:NPN
тетерев - птица отряда куриных {птица} 	 type:NNA 
тетрадь - листы чистой бумаги {листы} 	 type:NAN
техник - Специалист в области {Специалист} 	 type:NPN
техникум - специальное учебное заведение {заведение} 	 type:AAN 
технолог - Специалист по технологии {Специалист} 	 type:NPN
технология - Совокупность производственных методов {Совокупность} 	 type:NAN
течение - Направление в какой {Направление} 	 type:NPN
течка - Период полового возбуждения {Период} 	 type:NAN
течь - жидкость вследствие неисправности {жидкость} 	 type:NPN
тик - нервное подергивание мышц {подергивание} 	 type:ANN 
тимпан - ударный музыкальный инструмент {инструмент} 	 type:AAN 
тимпан - музыкальный инструмент род {инструмент} 	 type:ANN 
тис - вечнозеленое хвойное дерево {дерево} 	 type:AAN 
тиски - Приспособление для зажима {Приспособление} 	 type:NPN
титан - богов старшего поколения {богов} 	 type:NAN
титан - кипятильник для воды {кипятильник} 	 type:NPN
тиун - нек должностных лиц {нек} 	 type:NAN
тихоокеанец - Моряк Тихоокеанского флота {Моряк} 	 type:NAN
тихоход - транспортное средство Судно {средство} 	 type:ANN 
товарищество - торговая кооперативная организация {организация} 	 type:AAN 
товарищество - участие в чем {участие} 	 type:NPN
тога - одежда у граждан {одежда} 	 type:NPN
ток - движение электрических зарядов {движение} 	 type:NAN
ток - нервной энергии человека {энергии} 	 type:ANN 
ток - токе на току {токе} 	 type:NPN
токоприёмник - Устройство посредством к {Устройство} 	 type:NPN
толчея - Приспособление для толчения {Приспособление} 	 type:NPN
томагавк - оружие у нек {оружие} 	 type:NPN
томат - Пюре из помидоров {Пюре} 	 type:NPN
тон - Звук определенной высоты {Звук} 	 type:NAN
тоннаж - Объем внутренних помещений {Объем} 	 type:NAN
тоннаж - Грузоподъемность транспортного средства {Грузоподъемность} 	 type:NAN
тонус - Степень жизнедеятельности жизненной активности {Степень} 	 type:NNAN 
топаз - камень различной окраски {камень} 	 type:NAN
топограф - Специалист по топографии {Специалист} 	 type:NPN
топоним - места (населенного пункта {места} 	 type:NAN
топоним - отдельного географического места {места} 	 type:AAN 
тори - члена консервативной партии {члена} 	 type:NAN
тостер - прибор для приготовления {прибор} 	 type:NPN
точка - След от прикосновения {След} 	 type:NPN
точность - Степень истинного соответствия {Степень} 	 type:NAN
травка - Наркотик растительного происхождения {Наркотик} 	 type:NAN
травосеяние - Посев кормовых трав {Посев} 	 type:NAN
трактор - машина для тяги {машина} 	 type:NPN
трал - сеть для ловли {сеть} 	 type:NPN
трал - Приспособление для обнаружения {Приспособление} 	 type:NPN
трал - Устройство для исследования {Устройство} 	 type:NPN
тральщик - судно для траления {судно} 	 type:NPN
трамвай - электрическая железная дорога {дорога} 	 type:AAN 
трамвайщик - Работник трамвайного транспорта {Работник} 	 type:NAN
транскрипция - совокупность специальных знаков {совокупность} 	 type:NAN
транспорт - Отрасль народного хозяйства {Отрасль} 	 type:NAN
транспорт - средства специального назначения {средства} 	 type:NAN
транспортёр - Конвейер для перемещения {Конвейер} 	 type:NPN
трансформатор - Устройство для преобразования {Устройство} 	 type:NPN
трапеза - стол для приема {стол} 	 type:NPN
трахеит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
тревога - Сигнал об опасности {Сигнал} 	 type:NPN
трель - многократное повторение звуков {повторение} 	 type:ANN 
тренаж - Система тренировочных упражнений {Система} 	 type:NAN
тренажёр - Устройство для тренажа {Устройство} 	 type:NPN
трепало - орудие для трепания {орудие} 	 type:NPN
трепанация - операция вскрытия костной полости {операция} 	 type:NNAN 
треск - звук от чего {звук} 	 type:NPN
треска - рыба северных морей {рыба} 	 type:NAN
треть - частей на к {частей} 	 type:NPN
треугольник - старшинского знака различия {знака} 	 type:ANN 
трибуна - Возвышение для оратора {Возвышение} 	 type:NPN
триер - машина для очистки {машина} 	 type:NPN
тризна - православных обряд поминания {обряд} 	 type:ANN 
трико - Ткань узорчатого плетения {Ткань} 	 type:NAN
трикотажник - Работник трикотажного производства {Работник} 	 type:NAN
триптих - Произведение изобразительного искусства {Произведение} 	 type:NAN
троица - основных церковных праздников {праздников} 	 type:AAN 
троллейбус - электрическая транспортная машина {машина} 	 type:AAN 
тромбон - духовой музыкальный инструмент {инструмент} 	 type:AAN 
тропосфера - слой земной атмосферы {слой} 	 type:NAN
трос - синтетический гибкий канат {канат} 	 type:AAN 
тростник - болотное злаковое растение {растение} 	 type:AAN 
тросточка - трость для опоры {трость} 	 type:NPN
труба - духовой музыкальный инструмент {инструмент} 	 type:AAN 
трубка - прибор из мундштука {прибор} 	 type:NPN
трубка - залегания горной породы {залегания} 	 type:NAN
трубоукладчик - кран для укладки {кран} 	 type:NPN
трудяга - трудолюбивый старательный человек {человек} 	 type:AAN 
трущоба - тесное ветхое жилье {жилье} 	 type:AAN 
трюм - Внутреннее помещение корабля {помещение} 	 type:ANN 
трюмо - Большое стоячее зеркало {зеркало} 	 type:AAN 
трюфель - подземный клубневидный гриб {гриб} 	 type:AAN 
трюфель - конфет округлой формы {конфет} 	 type:NAN
тряпка - бесхарактерном слабовольном человеке {человеке} 	 type:AAN 
трясогузка - птица отряда воробьиных {птица} 	 type:NNA 
трёхдюймовка - Полевое трехдюймовое орудие {орудие} 	 type:AAN 
туба - духовой музыкальный инструмент {инструмент} 	 type:AAN 
тубероза - эфироносное декоративное растение {растение} 	 type:AAN 
туес - берестяной короб коробок {короб} 	 type:ANN 
туз - важном влиятельном человеке {человеке} 	 type:AAN 
туз - влиятельном человеке Городской {человеке} 	 type:ANN 
тумба - столб у тротуара {столб} 	 type:NPN
тумба - подставка для чего {подставка} 	 type:NPN
тумба - Сооружение цилиндрической формы {Сооружение} 	 type:NAN
туника - платье прямого покроя {платье} 	 type:NAN
турман - Голубь особой породы {Голубь} 	 type:NAN
туча - темное густое облако {облако} 	 type:AAN 
туш - торжественное музыкальное приветствие {приветствие} 	 type:AAN 
тушь - краска для черчения {краска} 	 type:NPN
тыл - Территория позади фронта {Территория} 	 type:NPN
тычок - прямой удар Т {удар} 	 type:ANN 
тюбинг - дугообразно изогнутая плита {плита} 	 type:AAN 
тюрбан - убор восточных народов {убор} 	 type:NAN
тюря - Кушанье из хлеба {Кушанье} 	 type:NPN
тютюн - Табак низкого сорта {Табак} 	 type:NAN
тюфяк - безвольном медлительном человеке {человеке} 	 type:AAN 
тяга - перелет крупных птиц {перелет} 	 type:NAN
тяжеловоз - лошадь особой породы {лошадь} 	 type:NAN
тянучка - конфета из молока {конфета} 	 type:NPN
тяпка - Орудие для рубки {Орудие} 	 type:NPN
тяпка - мотыги для рыхления {мотыги} 	 type:NPN
тёлка - Теленок женского пола {Теленок} 	 type:NAN
уверенность - вера в кого {вера} 	 type:NPN
увлечение - влечение к кому {влечение} 	 type:NPN
угар - Состояние крайнего возбуждения {Состояние} 	 type:NAN
углевоз - Судно для перевозки {Судно} 	 type:NPN
угледобыча - Добыча каменного угля {Добыча} 	 type:NAN
углежжение - Изготовление древесного угля {Изготовление} 	 type:NAN
углепромышленность - добыча каменного угля {добыча} 	 type:NAN
угломер - Прибор для измерения {Прибор} 	 type:NPN
уговор - соглашение о чем {соглашение} 	 type:NPN
уголок - предмет специального назначения {предмет} 	 type:NAN
уголок - Угловые (ломаные скобки {скобки} 	 type:AAN 
угольщик - Специалист в области {Специалист} 	 type:NPN
удав - змея тропических стран {змея} 	 type:NAN
удивление - Впечатление от чего {Впечатление} 	 type:NPN
уезд - единица в Румынии {единица} 	 type:NPN
ужас - Чувство сильного страха {Чувство} 	 type:NAN
узы - брака У дружбы {брака} 	 type:NPN
уйма - дел У вещей {дел} 	 type:NPN
указ - Постановление верховного органа {Постановление} 	 type:NAN
указка - Палочка к что {Палочка} 	 type:NPN
уклон - Отклонение от какого {Отклонение} 	 type:NPN
уклон - Направленность к чему {Направленность} 	 type:NPN
уксус - раствор уксусной кислоты {раствор} 	 type:NAN
умение - Навык в каком {Навык} 	 type:NPN
умница - Умный способный человек {человек} 	 type:AAN 
умножение - действие посредством к {действие} 	 type:NPN
универсал - кузов легкового автомобиля {кузов} 	 type:NAN
универсиада - студенческие спортивные соревнования {соревнования} 	 type:AAN 
унитаз - Раковина в уборной {Раковина} 	 type:NPN
унция - мера аптекарского веса {мера} 	 type:NAN
упадочничество - настроения в какой {настроения} 	 type:NPN
уплотнение - место в чем {место} 	 type:NPN
управа - нек местных учреждений {нек} 	 type:NAN
упражнение - Занятие для приобретения {Занятие} 	 type:NPN
упущение - Ошибка по небрежности {Ошибка} 	 type:NPN
уравниловка - уравнивание в чем {уравнивание} 	 type:NPN
ураган - Ветер разрушительной силы {Ветер} 	 type:NAN
урна - Сосуд для захоронения {Сосуд} 	 type:NPN
урна - Вместилище для мусора {Вместилище} 	 type:NPN
уровень - вня для проверки {вня} 	 type:NPN
урод - Человек с каки {Человек} 	 type:NPN
урядник - чин уездной полиции {чин} 	 type:NAN
усики - усы У подростка {усы} 	 type:NPN
усики - членистоногих органы чувств {органы} 	 type:ANN 
усилие - Напряжение сил (физических {Напряжение} 	 type:NNA 
усилитель - Устройство для усиления {Устройство} 	 type:NPN
ускоритель - Установка для получения {Установка} 	 type:NPN
условие - Обстоятельство от к {Обстоятельство} 	 type:NPN
условие - соглашение о чем {соглашение} 	 type:NPN
условие - требования из к {требования} 	 type:NPN
успение - основных православны праздников {праздников} 	 type:AAN 
успокоенность - Беспечность (у того {Беспечность} 	 type:NPN
устой - опора гидротехнического сооружения {опора} 	 type:NAN
устой - слой на поверхности {слой} 	 type:NPN
уступка - Отказ от чего {Отказ} 	 type:NPN
устье - отверстие У шахты {отверстие} 	 type:NPN
утечка - Убыль вследствие вытекания {Убыль} 	 type:NPN
утконос - млекопитающее отряда клоачных {млекопитающее} 	 type:NNA 
утконос - яйцекладущее млекопитающее отряда {млекопитающее} 	 type:ANN 
утолщение - место на чем {место} 	 type:NPN
утопист - Сторонник утопического социализма {Сторонник} 	 type:NAN
утреня - утренняя церковная служба {служба} 	 type:AAN 
утро - утра (с утра {утра} 	 type:NPN
утюг - прибор для глаженья {прибор} 	 type:NPN
уфолог - Специалист по уфологии {Специалист} 	 type:NPN
уха - Суп из рыбы {Суп} 	 type:NPN
ухват - Приспособление для подхватывания {Приспособление} 	 type:NPN
ухищрение - прием для достижения {прием} 	 type:NPN
ухищрение - хитрый изобретательный прием {прием} 	 type:AAN 
учебник - Книга для обучения {Книга} 	 type:NPN
учение - Совокупность теоретических положений {Совокупность} 	 type:NAN
ученик - Учащийся средней школы {Учащийся} 	 type:NAN
ушкуй - большая плоскодонная ладья {ладья} 	 type:AAN 
фабрикат - продукт промышленного производства {продукт} 	 type:NAN
фабула - основа литературного произведения {основа} 	 type:NAN
фаворит - Любимец высокопоставленного лица {Любимец} 	 type:NAN
фагот - инструмент низкого тембра {инструмент} 	 type:NAN
фагот - язычковый музыкальный инструмент {инструмент} 	 type:AAN 
фазан - птица отряда куриных {птица} 	 type:NNA 
фактура - Своеобразие особенности художественной техники {Своеобразие} 	 type:NNAN 
факультатив - Факультативный учебный курс {курс} 	 type:AAN 
факультатив - учебный курс Ф {курс} 	 type:ANN 
фал - Снасть бегучего такелажа {Снасть} 	 type:NAN
фал - трос (у парашютистов {трос} 	 type:NPN
фаланга - трубчатая кость пальца {кость} 	 type:ANN 
фаланга - сомкнутый строй пехоты {строй} 	 type:ANN 
фальц - Место сгиба печатного листа {Место} 	 type:NNAN 
фальцет - высоких звук голоса {звук} 	 type:ANN 
фанатик - Человек до исступления {Человек} 	 type:NPN
фантастика - воображении на фантазии {воображении} 	 type:NPN
фанфара - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фараон - азартной карточной игры {игры} 	 type:AAN 
фармаколог - Специалист по фармакологии {Специалист} 	 type:NPN
фармакопея - Свод обя зательных правил {Свод} 	 type:NNAN 
фарфор - плотный керамический материал {материал} 	 type:AAN 
фарш - начинка для кушаний {начинка} 	 type:NPN
фашизм - Идеология воинствующего расизма {Идеология} 	 type:NAN
фаянс - белый керамический материал {материал} 	 type:AAN 
февраль - месяц календарного года {месяц} 	 type:NAN
федерализм - Принцип государственного устройства {Принцип} 	 type:NAN
федерация - Союз отдельных обществ {Союз} 	 type:NAN
феерия - представление сказочного содержания {представление} 	 type:NAN
фельдмаршал - высший генеральский чин {чин} 	 type:AAN 
фельдфебель - звание старшего унтер-офицера {звание} 	 type:NAN
фелюга - моторное беспалубное судно {судно} 	 type:AAN 
фен - прибор для сушки {прибор} 	 type:NPN
фенолог - Специалист по фенологии {Специалист} 	 type:NPN
ферязь - русская верхняя одежда {одежда} 	 type:AAN 
фестиваль - общественная праздничная встреча {встреча} 	 type:AAN 
фестон - выступов зубчатой каймы {выступов} 	 type:NAN
фетиш - предметом безусловного признания {предметом} 	 type:NAN
фетишизм - культ неодушевленных предметов {культ} 	 type:NAN
фефёла - Нескладный неуклюжий человек {человек} 	 type:AAN 
фиакр - легкий наемный экипаж {экипаж} 	 type:AAN 
фигура - живописное изображение человека {изображение} 	 type:ANN 
физика - основных областей естествознания {областей} 	 type:ANN 
физиолог - Специалист по физиологии {Специалист} 	 type:NPN
физиология - Наука о жизнедеятельности {Наука} 	 type:NPN
физиология - Совокупность жизненных процессов {Совокупность} 	 type:NAN
физиотерапевт - Специалист по физиотерапии {Специалист} 	 type:NPN
физиотерапия - использование физических средств {использование} 	 type:NAN
фиксатуар - Помада для волос {Помада} 	 type:NPN
филе - Мясо высшего сорта {Мясо} 	 type:NAN
филиппика - речь [от названия {речь} 	 type:NPN
филолог - Специалист по филоло {Специалист} 	 type:NPN
философ - Специалист по философии {Специалист} 	 type:NPN
филумения - Коллекционирование спичечных этикеток {Коллекционирование} 	 type:NAN
фильмоскоп - Проектор для показа {Проектор} 	 type:NPN
фильтр - Устройство для выделения {Устройство} 	 type:NPN
фимиам - вещество для курения {вещество} 	 type:NPN
финансы - Совокупность денежных средств {Совокупность} 	 type:NAN
финик - плод финиковой пальмы {плод} 	 type:NAN
фисгармония - духовой музыкальный инструмент {инструмент} 	 type:AAN 
фитиль - шнур для воспламенения {шнур} 	 type:NPN
фитюлька - ничтожном незначительном человеке {человеке} 	 type:AAN 
флагман - лучшее судно флота {судно} 	 type:ANN 
флагшток - шест для флага {шест} 	 type:NPN
фланг - сторона шеренги боевого порядка {сторона} 	 type:NNAN 
фланг - правая сторона шеренги {сторона} 	 type:ANN 
фланель - бумажная шерстяная ткань {ткань} 	 type:AAN 
флегматик - Человек флегматического темперамента {Человек} 	 type:NAN
флегмона - гнойное воспаление клетчатки {воспаление} 	 type:ANN 
флейта - инструмент высокого тона {инструмент} 	 type:NAN
флейта - духовой музыкальный инструмент {инструмент} 	 type:AAN 
флигель-адъютант - звание офицера царской свиты {звание} 	 type:NNAN 
фломастер - Принадлежность для письма {Принадлежность} 	 type:NPN
флотилия - Совокупность военных судов {Совокупность} 	 type:NAN
флюгарка - железная надставная труба {труба} 	 type:AAN 
флюгер - Прибор для измерения {Прибор} 	 type:NPN
флюорография - Метод рентгенологического обследования {Метод} 	 type:NAN
фляга - бутылка для ношения {бутылка} 	 type:NPN
фляга - сосуд для перевозки {сосуд} 	 type:NPN
флёр - преимущ шелковая ткань {ткань} 	 type:AAN 
флёрдоранж - принадлежность головного убора {принадлежность} 	 type:NAN
фокус - Очаг воспалительного процесса {Очаг} 	 type:NAN
фокусник - Международная ассоциация фокусников {ассоциация} 	 type:ANN 
фолиант - книга большого формата {книга} 	 type:NAN
фонд - Процентные ценные бумаги {бумаги} 	 type:AAN 
фонд - Положение в каком {Положение} 	 type:NPN
фонендоскоп - прибор для прослушивания {прибор} 	 type:NPN
фоника - организация художественной речи {организация} 	 type:NAN
фонтан - Сооружение для подачи {Сооружение} 	 type:NPN
форинт - единица в Венгрии {единица} 	 type:NPN
форма - выражение грамматического значения {выражение} 	 type:NAN
форма - Приспособление для придания {Приспособление} 	 type:NPN
формализм - Соблюдение внешней формы {Соблюдение} 	 type:NAN
формалистика - отношение к чему {отношение} 	 type:NPN
формат - Размер печатного издания {Размер} 	 type:NAN
формация - Совокупность горных пород {Совокупность} 	 type:NAN
формула - точное словесное выражение {выражение} 	 type:AAN 
формула - Комбинация математических знаков {Комбинация} 	 type:NAN
форсунка - Прибор для распыления {Прибор} 	 type:NPN
форте - сила музыкального звука {сила} 	 type:NAN
фото - Фотографический снимок Ф {снимок} 	 type:ANN 
фотограф - Специалист по фотографии {Специалист} 	 type:NPN
фотосинтез - процесс превращения лучистой энергии {процесс} 	 type:NNAN 
фотосинтез - биологический процесс превращения {процесс} 	 type:ANN 
фототелеграф - аппарат для передачи {аппарат} 	 type:NPN
фототипия - Способ плоской печати {Способ} 	 type:NAN
фрагмент - Отрывок текста художественного {Отрывок} 	 type:NNA 
френч - Куртка военного образца {Куртка} 	 type:NAN
фронда - движение против абсолютизма {движение} 	 type:NPN
фронт - Объединение общественных сил {Объединение} 	 type:NAN
фрукт - съедобный плод ка {плод} 	 type:ANN 
фуляр - мягкая шелковая ткань {ткань} 	 type:AAN 
фунт - русская мера веса {мера} 	 type:ANN 
фунт - единица в нек {единица} 	 type:NPN
фурункул - воспаление сальной железы {воспаление} 	 type:NAN
фут - старая русская мера {мера} 	 type:AAN 
фут - русская мера длины {мера} 	 type:ANN 
футляр - Вместилище для хранения {Вместилище} 	 type:NPN
фюзеляж - Корпус летательного аппарата {Корпус} 	 type:NAN
хам - Грубый наглый человек {человек} 	 type:AAN 
хамелеон - Пресмыкающееся теплых стран {Пресмыкающееся} 	 type:NAN
хан - феодальный владетельный князь {князь} 	 type:AAN 
харчо - Суп из грудинки {Суп} 	 type:NPN
хвала - Высокая похвала Х {похвала} 	 type:ANN 
хвастовство - Неумеренное восхваление чего {восхваление} 	 type:ANN 
хват - полный молодечества человек {молодечества} 	 type:ANN 
хвост - удлиненная оконечность чего {оконечность} 	 type:ANN 
хвост - обычноОтхода после обогащения {обычноОтхода} 	 type:NPN
хвоя - чешуйчатый лист нек {лист} 	 type:ANN 
херес - крепкого виноградного вина {вина} 	 type:AAN 
хиляк - Слабый хилый человек {человек} 	 type:AAN 
химера - Скульптура фантастического чудовища {Скульптура} 	 type:NAN
химик - Специалист по химии {Специалист} 	 type:NPN
хинди - язык индийской группы {язык} 	 type:NAN
хинин - порошок горького вкуса {порошок} 	 type:NAN
хитон - просторная верхняя одежда {одежда} 	 type:AAN 
хитросплетение - вычурное изложение мыслей {изложение} 	 type:ANN 
хищничество - Образ существования хищных животных {Образ} 	 type:NNAN 
хлеборезка - Приспособление для резки {Приспособление} 	 type:NPN
хлев - Помещение для скота {Помещение} 	 type:NPN
хлев - грязном помещении грязи {помещении} 	 type:ANN 
хлестаковщина - хвастовство [по имени {хвастовство} 	 type:NPN
хлыщ - пустой молодой человек {человек} 	 type:AAN 
хлыщ - молодой человек фат {человек} 	 type:ANN 
хлюст - Нахальный пронырливый человек {человек} 	 type:AAN 
хобот - подвижный носовой придаток {придаток} 	 type:AAN 
хобот - беспозвоночных орган хватания {орган} 	 type:ANN 
ход - очередное выступление игрока {выступление} 	 type:ANN 
ход - обход законных путей {обход} 	 type:NAN
ход - Доступ к че {Доступ} 	 type:NPN
ходики - часы упрощенного устройства {часы} 	 type:NAN
хождение - Жанр древнерусской литературы {Жанр} 	 type:NAN
холера - инфекционное кишечное заболевание {заболевание} 	 type:AAN 
холерик - Человек холерического темперамента {Человек} 	 type:NAN
холодок - место в тени {место} 	 type:NPN
холоп - Древней Руси человек {Руси} 	 type:ANN 
хомут - способление кольцевой формы {способление} 	 type:NAN
хорда - точки кривой напр {точки} 	 type:NAN
хорей - Двухсложная стихотворная стопа {стопа} 	 type:AAN 
хореограф - Специалист по хореографии {Специалист} 	 type:NPN
хоругвь - Принадлежность церковных шествий {Принадлежность} 	 type:NAN
хорунжий - звание младшего офицера {звание} 	 type:NAN
храм - Здание для богослужения {Здание} 	 type:NPN
хранилище - Помещение для хранения {Помещение} 	 type:NPN
хранитель - нек должностных лиц {нек} 	 type:NAN
хризолит - камень золотисто цвета {камень} 	 type:NAN
хром - мягкой тонкой кожи {кожи} 	 type:AAN 
хроника - средневековой повествовательной литературы {литературы} 	 type:AAN 
хронология - Раздел исторической науки {Раздел} 	 type:NAN
хроноскоп - Прибор для измерения {Прибор} 	 type:NPN
хронотраф - Памятник древней письменности {Памятник} 	 type:NAN
хронотраф - Прибор для измерения {Прибор} 	 type:NPN
хрусгалыцик - Работник хрустального производства {Работник} 	 type:NAN
хрусталь - Стекло высокого сорта {Стекло} 	 type:NAN
хрущёвка - Стандартный пятиэтажный дом {дом} 	 type:AAN 
художество - обычноОзорная глупая выходка {выходка} 	 type:AAN 
