...борец - участник спортивных игр {участник} 	 type:NAN
сарбаз - рядовой регулярных войск {рядовой} 	 type:NAN
саронг - малазийская национальная одежда {одежда} 	 type:AAN 
сарпиночник - Рабочий сарпиноткацкого производства {Рабочий} 	 type:NAN
сарсуэла - жанр испанской оперы {жанр} 	 type:NAN
сатинер - Машина для тиснения {Машина} 	 type:NPN
сатира - Способ проявления комического {Способ} 	 type:NNA 
сатириаз","сатириазис - влечение у мужчин {влечение} 	 type:NPN
сатириаз","сатириазис - повышенное половое влечение {влечение} 	 type:AAN 
сатирик - Автор сатирических произведений {Автор} 	 type:NAN
сатуратор - Аппарат для насыщения {Аппарат} 	 type:NPN
сатурнии - Семейство ночных бабочек {Семейство} 	 type:NAN
сафлор - красильное травянистое растение {растение} 	 type:AAN 
сафранин - краситель синевато цвета {краситель} 	 type:NAN
сахариды - Класс органических соединений {Класс} 	 type:NAN
сахаризация - Образование сахара сахаристых веществ {Образование} 	 type:NNAN 
сахариметр - прибор для определения {прибор} 	 type:NPN
сахарник - Работник сахарной промышленности {Работник} 	 type:NAN
сбивалка - Приспособление для сбивания {Приспособление} 	 type:NPN
сбитень - напиток из воды {напиток} 	 type:NPN
сбрасыватель - Устройство для сбрасывания {Устройство} 	 type:NPN
сбруйница - Место для хранения {Место} 	 type:NPN
сварка - Сооружений путём сплавления {Сооружений} 	 type:NPN
свастика - знак ряда древних религий {знак} 	 type:NNAN 
сведение - сводить сжатие мышц {сжатие} 	 type:ANN 
свекловодство - Отрасль сельского хозяйства {Отрасль} 	 type:NAN
свеклокомбайн - Машина для выкапывания {Машина} 	 type:NPN
свекломойка - Машина для мойки {Машина} 	 type:NPN
свеклопогрузчик - машина для погрузки {машина} 	 type:NPN
свеклоподъёмник - Орудие для подкапывания {Орудие} 	 type:NPN
свеклоутомление - Снижение урожая сахарной свёклы {Снижение} 	 type:NNAN 
сверхкорона - Солнца области солнечной короны {Солнца} 	 type:NNAN 
сверхтекучесть - Совокупность физических явлений {Совокупность} 	 type:NAN
сверчок - Насекомое отряда прямокрылых {Насекомое} 	 type:NNA 
свершение - Осуществление больших замыслов {Осуществление} 	 type:NAN
светец - Устройство из подставки {Устройство} 	 type:NPN
светик - обращение к кому {обращение} 	 type:NPN
светильня - Светильник для лучины {Светильник} 	 type:NPN
светлость - составе титулования младших членов {составе} 	 type:NNAN 
светобоязнь - болезненная чувствительность глаза {чувствительность} 	 type:ANN 
светолечебница - Лечебница для лечения {Лечебница} 	 type:NPN
светорассеяние - Преобразование светового потока {Преобразование} 	 type:NAN
светосигнализация - Подача световых сигналов {Подача} 	 type:NAN
светофильтр - устройство для изменения {устройство} 	 type:NPN
светоч - Носитель высоких идей {Носитель} 	 type:NAN
свивальник - узкая полоса ткани {полоса} 	 type:ANN 
свинарник - Помещение для свиней {Помещение} 	 type:NPN
свинокопчёности - продукты из свинины {продукты} 	 type:NPN
свинопас - Пастух свиного стада {Пастух} 	 type:NAN
свинушник","свинюшник - грязном неопрятном помещении {помещении} 	 type:AAN 
свинёнок - скверном неряшливом ребёнке {ребёнке} 	 type:AAN 
свирель - народный музыкальный инструмент {инструмент} 	 type:AAN 
свиристель - птица отряда воробьиных {птица} 	 type:NNA 
свиристель - лесная птица отряда {птица} 	 type:ANN 
свисток - Приспособление для свиста {Приспособление} 	 type:NPN
свистопляска - проявление чего отрицательного {проявление} 	 type:NNA 
свита - верхняя народная одежда {одежда} 	 type:AAN 
свитер - фуфайка без застёжек {фуфайка} 	 type:NPN
свищ - Изъян в чём {Изъян} 	 type:NPN
свободомыслие - официальных консервативных взглядов {взглядов} 	 type:AAN 
своеобразие - отличительная особенность кого {особенность} 	 type:ANN 
своё - себе для кого {себе} 	 type:NPN
связист - Специалист по связи {Специалист} 	 type:NPN
связь - Отношение взаимной зависимости {Отношение} 	 type:NAN
свясло - жгут для связывания {жгут} 	 type:NPN
святейшество - Титулование православных патриархов {Титулование} 	 type:NAN
святки - время от рождества {время} 	 type:NPN
сгс - Система единиц физических величин {Система} 	 type:NNAN 
сгуститель - Аппарат для сгущения {Аппарат} 	 type:NPN
себорея - Заболевание сальных желез {Заболевание} 	 type:NAN
севооборот - смена сельскохозяйственных культур {смена} 	 type:NAN
сегидилья - танец трёхдольного размера {танец} 	 type:NAN
сегидилья - народный быстрый танец {танец} 	 type:AAN 
седан - кузова легкового автомобиля {кузова} 	 type:NAN
седло - Сиденье для всадника {Сиденье} 	 type:NPN
сезам - растение из семян {растение} 	 type:NPN
сезам - травянистое однолетнее растение {растение} 	 type:AAN 
сейм - орган государственной власти {орган} 	 type:NAN
сейсмография - Запись колебаний земной поверхности {Запись} 	 type:NNAN 
сейсмолог - Специалист по сейсмологии {Специалист} 	 type:NPN
секанс - тригонаметрических функций угла {функций} 	 type:ANN 
секатор - ножницы для срезания {ножницы} 	 type:NPN
секретер - небольшого письменного стола {стола} 	 type:AAN 
сексопатолог - Специалист по сексопатологии {Специалист} 	 type:NPN
сексуальность - Совокупность психических реакций {Совокупность} 	 type:NAN
сектантство - различных религиозных групп {групп} 	 type:AAN 
сектантство - религиозных групп общин {групп} 	 type:ANN 
секунда - единиц Международной системы {единиц} 	 type:NAN
селезёнка - орган позвоночных животных {орган} 	 type:NAN
селекционер - Специалист по селекции {Специалист} 	 type:NPN
селенолог - Специалист по селенологии {Специалист} 	 type:NPN
сельвасы - вечнозелёные тропические леса {леса} 	 type:AAN 
сельдеобразные - Отряд костистых рыб {Отряд} 	 type:NAN
сельджуки - туркменские кочевые племена {племена} 	 type:AAN 
сельсовет - орган государственной власти {орган} 	 type:NAN
селёдочница - блюдо для селёдки {блюдо} 	 type:NPN
семасиолог - Специалист по семасиологии {Специалист} 	 type:NPN
семибоярщина - орган боярского правления {орган} 	 type:NAN
семинария - духовное учебное заведение {заведение} 	 type:AAN 
семитолог - Специалист по семитологии {Специалист} 	 type:NPN
семя - Зачаток высшего растения {Зачаток} 	 type:NAN
семяпровод - Канал для выведения {Канал} 	 type:NPN
сенат - орган верховной власти {орган} 	 type:NAN
сеновал - Помещение для хранения {Помещение} 	 type:NPN
сеноеды - Отряд мелких насекомых {Отряд} 	 type:NAN
сенокосилка - машина для косьбы {машина} 	 type:NPN
сеноставка - зверёк отряда зайцеобразных {зверёк} 	 type:NNA 
сенсация - впечатление от какого {впечатление} 	 type:NPN
сентенция - Изречение нравоучительного характера {Изречение} 	 type:NAN
сентиментализм - направление в России {направление} 	 type:NPN
сентябрь - месяц календарного года {месяц} 	 type:NAN
сеньорита - упоминания незамужней женщины {упоминания} 	 type:NAN
сепаратор - Аппарат для отделения {Аппарат} 	 type:NPN
сепараторная - Помещение для сепарации {Помещение} 	 type:NPN
сербиянка - танец быстрого темпа {танец} 	 type:NAN
сербохорваты - близкородственных южнославянских народностей {народностей} 	 type:AAN 
сервант - буфет для хранения {буфет} 	 type:NPN
сердечное - препараты для лечения {препараты} 	 type:NPN
сердцевед - Знаток человеческого сердца {Знаток} 	 type:NAN
серия - Ряд однородных предметов {Ряд} 	 type:NAN
сермяга - грубое некрашеное сукно {сукно} 	 type:AAN 
серолог - Специалист по серологии {Специалист} 	 type:NPN
серость - посредственном малохудожественном произведении {произведении} 	 type:AAN 
серость - малохудожественном произведении литературы {произведении} 	 type:ANN 
серпантин - разноцветная бумажная лента {лента} 	 type:AAN 
серпентолог - Специалист по серпентологии {Специалист} 	 type:NPN
серпянка - ткань редкого плетения {ткань} 	 type:NAN
серятина - неинтересном необразованном человеке {человеке} 	 type:AAN 
сессия - Ряд рабочих заседаний {Ряд} 	 type:NAN
сетка - сеть различного назначения {сеть} 	 type:NAN
сетчатка - светочувствительная оболочка глаза {оболочка} 	 type:ANN 
сечевик - Казак Запорожской Сечи {Казак} 	 type:NAN
сечка - Сечь полукруглый нож {нож} 	 type:AAN 
сеялка - машина для посева {машина} 	 type:NPN
си - звук музыкальной гаммы {звук} 	 type:NAN
сивка","сивко - Лошадь сивой масти {Лошадь} 	 type:NAN
сиволап - невоспитанный необразованный человек {человек} 	 type:AAN 
сиг - пресноводная промысловая рыба {рыба} 	 type:AAN 
сигара - трубочку для курения {трубочку} 	 type:NPN
сигарета - Папироса без мундштука {Папироса} 	 type:NPN
сигнал - знак для передачи {знак} 	 type:NPN
сигнализатор - Прибор для сигнализации {Прибор} 	 type:NPN
сиенит - порода зернистого строения {порода} 	 type:NAN
сила - Способность живых существ {Способность} 	 type:NAN
силикоз - лёгочная болезнь горняков {болезнь} 	 type:ANN 
силомер - Прибор для измерения {Прибор} 	 type:NPN
силос - корм для скота {корм} 	 type:NPN
силосорезка - Машина для измельчения {Машина} 	 type:NPN
силуэт - плоскостное изображение лица {изображение} 	 type:ANN 
символ - условным знаком какого {знаком} 	 type:ANN 
симптоматика - Совокупность симптомов присущих какому {Совокупность} 	 type:NNAN 
симфонизм - Творчество в области {Творчество} 	 type:NPN
симфония - произведение для оркестра {произведение} 	 type:NPN
синапс - Область соприкосновения нервных клеток {Область} 	 type:NNAN 
сингнификат - содержание языкового знака {содержание} 	 type:NAN
синдикат - монополистическое объединение предпринимателей {объединение} 	 type:ANN 
синдром - Сочетание различных симптомов {Сочетание} 	 type:NAN
синерама - Система панорамного кино {Система} 	 type:NAN
синица - птица отряда воробьиных {птица} 	 type:NNA 
синица - певчая птица отряда {птица} 	 type:ANN 
синклит - собрание высших сановников {собрание} 	 type:NAN
синкопа - Смещение музыкального ударения {Смещение} 	 type:NAN
синолог - Специалист по синологии {Специалист} 	 type:NPN
синопсис - суммарное изложение чего {изложение} 	 type:ANN 
синтез - Метод научного исследования {Метод} 	 type:NAN
синтепон - материал рыхлой структуры {материал} 	 type:NAN
синусит - Заболевание носовых пазух {Заболевание} 	 type:NAN
синхронизм - совпадение во времени {совпадение} 	 type:NPN
синхротрон - установок для ускорения {установок} 	 type:NPN
синхрофазотрон - установок для ускорения {установок} 	 type:NPN
ситниковые - Семейство травянистых растений {Семейство} 	 type:NAN
сказуемое - главных членов предложения {членов} 	 type:ANN 
скалка - валик для раскатывания {валик} 	 type:NPN
скалозуб - грубом ограниченном человеке {человеке} 	 type:AAN 
скамейка - Приспособление для сидения {Приспособление} 	 type:NPN
скандинавы - Население Скандинавского полуострова {Население} 	 type:NAN
скат - Комплект колёсных пар {Комплект} 	 type:NAN
скат - рыба из подкласса {рыба} 	 type:NPN
скат - Приспособление для скатывания {Приспособление} 	 type:NPN
скатерть - Изделие из ткани {Изделие} 	 type:NPN
скаут-мастер - Организатор скаутского движения {Организатор} 	 type:NAN
скаутизм - система внешкольного воспитания {система} 	 type:NAN
сквозняк - сильная струя воздуха {струя} 	 type:ANN 
скворец - птица отряда воробьиных {птица} 	 type:NNA 
скворец - певчая птица отряда {птица} 	 type:ANN 
скипетр - знаков монархической власти {знаков} 	 type:NAN
скиф - лодка для соревнований {лодка} 	 type:NPN
скиф - узкая гоночная лодка {лодка} 	 type:AAN 
склад - помещение для хранения {помещение} 	 type:NPN
скледермия","скледерма - Заболевание соединительной ткани {Заболевание} 	 type:NAN
склера - плотная оболочка глаза {оболочка} 	 type:ANN 
склерометр - Прибор для определения {Прибор} 	 type:NPN
склероскоп - Прибор для определения {Прибор} 	 type:NPN
скобарь - грубом невоспитанном человеке {человеке} 	 type:AAN 
сковорода - посуда круглой формы {посуда} 	 type:NAN
скорлупа - природная оболочка чего {оболочка} 	 type:ANN 
скоропечатание - Способ быстрого печатания {Способ} 	 type:NAN
скоропись - слитное рукописное письмо {письмо} 	 type:AAN 
скорочтение - Способ быстрого чтения {Способ} 	 type:NAN
скорпион - животное класса паукообразных {животное} 	 type:NNA 
скорционера - растение семейства сложноцветных {растение} 	 type:NNA 
скорционера - травянистое растение семейства {растение} 	 type:ANN 
скос - покатая сторона чего {сторона} 	 type:ANN 
скотомогильник - Место для захоронения {Место} 	 type:NPN
скотоподобие - низменный образ жизни {образ} 	 type:ANN 
скребло - орудие для скобления {орудие} 	 type:NPN
скребница - щётка для чистки {щётка} 	 type:NPN
скребок - лопатка для соскабливания {лопатка} 	 type:NPN
скрепер - самоходная землеройная машина {машина} 	 type:AAN 
скрепка - зажим для скрепления {зажим} 	 type:NPN
скрещиваемость - Возможность получения жизнеспособного потомства {Возможность} 	 type:NNAN 
скрининг - сортировка ядовитых веществ {сортировка} 	 type:NAN
скрипка - четырёхструнный музыкальный инструмент {инструмент} 	 type:AAN 
скромник - Человек скромного поведения {Человек} 	 type:NAN
скрофулёз - заболевание у детей {заболевание} 	 type:NPN
скрупул - единица аптекарского веса {единица} 	 type:NAN
скрытожаберные - Семейство из отряда {Семейство} 	 type:NPN
скука - Состояние душевного томления {Состояние} 	 type:NAN
скула - костей лицевой части {костей} 	 type:NAN
скумпия - декоративный кустарник семейства {кустарник} 	 type:ANN 
скупщина - органов государственной власти {органов} 	 type:NAN
скупщина - выборных представительных органов {органов} 	 type:AAN 
слабак - слабовольный малодушный человек {человек} 	 type:AAN 
слабоволие - Отсутствие сильной воли {Отсутствие} 	 type:NAN
слабосилие - Недостаток физических сил {Недостаток} 	 type:NAN
славка - птичка отряда воробьиных {птичка} 	 type:NNA 
славка - певчая птичка отряда {птичка} 	 type:ANN 
сладость - Сладкий вкус изделия {вкус} 	 type:ANN 
сланцеватость - строение горных пород {строение} 	 type:NAN
слань - Настил из досок {Настил} 	 type:NPN
слепота - частичное отсутствие зрения {отсутствие} 	 type:ANN 
слив - Устройство для стока {Устройство} 	 type:NPN
сливки - жирный отстой молока {отстой} 	 type:ANN 
сливкоотделитель - Аппарат для отделения {Аппарат} 	 type:NPN
сливочник - Кувшинчик для сливок {Кувшинчик} 	 type:NPN
слизевики - бесхлорофильные организмы миксомицеты {организмы} 	 type:ANN 
слип - Сооружение для подъёма {Сооружение} 	 type:NPN
слободка - посёлок около города {посёлок} 	 type:NPN
словарик - Словарь небольшого объёма {Словарь} 	 type:NAN
словеса - вычурная речь слова {речь} 	 type:ANN 
словесник - Преподаватель русского языка {Преподаватель} 	 type:NAN
словоизвержение - пустая многословная речь {речь} 	 type:AAN 
словопроизводство - Образование производных слов {Образование} 	 type:NAN
словосложение - Образование сложных слов {Образование} 	 type:NAN
словотворчество - Создание новых слов {Создание} 	 type:NAN
словоформа - Слово в какой {Слово} 	 type:NPN
слоевище - Тело низших растений {Тело} 	 type:NAN
слоновник - Помещение для слонов {Помещение} 	 type:NPN
случайность - Случайный неожиданное обстоятельство {обстоятельство} 	 type:AAN 
слюногон - растение семейства сложноцветных {растение} 	 type:NNA 
слябинг - стан для обжатия {стан} 	 type:NPN
смеска - Смешение различных сортов {Смешение} 	 type:NAN
смета - Исчисление предстоящих расходов {Исчисление} 	 type:NAN
сметана - жирный верхний слой {слой} 	 type:AAN 
сметанник - Посуда для сметаны {Посуда} 	 type:NPN
смешок - негромкий смех шутки {смех} 	 type:ANN 
смолокурня - Помещение для смолокурения {Помещение} 	 type:NPN
смольё - состновые дрова щепки {дрова} 	 type:ANN 
смородина - кустарников семейства крыжовниковых {кустарников} 	 type:NNA 
сморчок - гриб из класса {гриб} 	 type:NPN
смотр - официальный осмотр войск {осмотр} 	 type:ANN 
смотрины - русский обряд знакомства {обряд} 	 type:ANN 
смывка - Раствор для смывания {Раствор} 	 type:NPN
смётка - щётка для сметания {щётка} 	 type:NPN
смётки - Остатки чего мелкого {Остатки} 	 type:NNA 
снайперство - Искусство меткой стрельбы {Искусство} 	 type:NAN
снаряд - боеприпасов для стрельбы {боеприпасов} 	 type:NPN
снг - Содружество независимых государств {Содружество} 	 type:NAN
снегирь - лесная певчая птица {птица} 	 type:AAN 
снегозащита - Мероприятия для предохранения {Мероприятия} 	 type:NPN
снегомер - Прибор для определения {Прибор} 	 type:NPN
снегоочиститель - Машина для очистки {Машина} 	 type:NPN
снегопах - орудие для снегопахания {орудие} 	 type:NPN
снегопахание - Создание снежных валов {Создание} 	 type:NAN
снеготаялка - устройство для растаивания {устройство} 	 type:NPN
снегоуборщик - Машина для очиистки {Машина} 	 type:NPN
снеток - промысловая озёрная рыба {рыба} 	 type:AAN 
снисхождение - отношение к кому {отношение} 	 type:NPN
сноповязалка - Машина для скашивания {Машина} 	 type:NPN
собаковедение - Наука о породах {Наука} 	 type:NPN
соболятник - Охотник на соболей {Охотник} 	 type:NPN
соборность - Совокупность религиозно взглядов {Совокупность} 	 type:NAN
соборование - таинств христианской церкви {таинств} 	 type:NAN
совдепия - Союзе советской власти {Союзе} 	 type:NAN
совесть - Чувство моральной ответствености {Чувство} 	 type:NAN
советизация - Внедревение чего советского {Внедревение} 	 type:NNA 
советолог - Специалист по советологии {Специалист} 	 type:NPN
советчина - советский период истории {период} 	 type:ANN 
совместительство - Исполнение служебных обязанностей {Исполнение} 	 type:NAN
совнарком - Совет народных комиссаров {Совет} 	 type:NAN
совнархоз - Совет народного хозяйства {Совет} 	 type:NAN
совок - Союзе Советской власти {Союзе} 	 type:NAN
совпадение - совпадать совмещенность каких {совмещенность} 	 type:ANN 
совхоз - государственное сельскохозяйственное предприятие {предприятие} 	 type:AAN 
согласие","согласье - ответ на что {ответ} 	 type:NPN
согласование - синтаксической связи слов {связи} 	 type:ANN 
сода - солей угольной кислоты {солей} 	 type:NAN
соединитель - Приспособление для соединения {Приспособление} 	 type:NPN
созвучие","созвучье - Сочетание звуков разной высоты {Сочетание} 	 type:NNAN 
созерцание - Процесс непосредственного восприятия {Процесс} 	 type:NAN
сойка - птица отряда воробьиных {птица} 	 type:NNA 
сойка - перелётная птица отряда {птица} 	 type:ANN 
солдафон - ограниченный некультурный человек {человек} 	 type:AAN 
солеварение - Добывание пищевой соли {Добывание} 	 type:NAN
солемер - Прибор для определения {Прибор} 	 type:NPN
солидол - густого смазочного вещества {вещества} 	 type:AAN 
солнце - тело Солнечной системы {тело} 	 type:NAN
солома - стебли злаковых растений {стебли} 	 type:NAN
соломина - Стебель злакового растения {Стебель} 	 type:NAN
соломокопнитель - Устройство для сбора {Устройство} 	 type:NPN
соломорезка - машина для резки {машина} 	 type:NPN
солонка - сосуд для столовой {сосуд} 	 type:NPN
соль - звук музыкальной гаммы {звук} 	 type:NAN
солярий - Площадка для принятия {Площадка} 	 type:NPN
сом - пресноводная хищная рыба {рыба} 	 type:AAN 
сомнение","сомненье - Неуверенность в истинности {Неуверенность} 	 type:NPN
сон - определённые промежутки времени {промежутки} 	 type:ANN 
соответствие - Соотношение между чем {Соотношение} 	 type:NPN
соревнование - встреча для установления {встреча} 	 type:NPN
сорока - убор замужней женщины {убор} 	 type:NAN
сорока - русский головной убор {убор} 	 type:AAN 
сороковины - день после чьей {день} 	 type:NPN
сороковка - русская мера жидкостей {мера} 	 type:ANN 
сорокопут - птица отряда воробьиных {птица} 	 type:NNA 
сорокопут - хищная птица отряда {птица} 	 type:ANN 
сорочка - женская (нижняя рубашка {рубашка} 	 type:AAN 
сорторазведение - Выведение новых сортов {Выведение} 	 type:NAN
сосновые - Семейство голосемянных растений {Семейство} 	 type:NAN
сотка - Единица земельной площади {Единица} 	 type:NAN
сотоварищ - Товарищ по какому {Товарищ} 	 type:NPN
соты - ячейки из воска {ячейки} 	 type:NPN
соусник - Посуда для соуса {Посуда} 	 type:NPN
софит - поверхность потолочной балки {поверхность} 	 type:NAN
соха - орудие для вспахивания {орудие} 	 type:NPN
соцветие - Совокупность цветков собранных {Совокупность} 	 type:NNA 
социал-патриотизм - Совокупность политических взглядов {Совокупность} 	 type:NAN
социал-реформизм - Совокупность политических взглядов {Совокупность} 	 type:NAN
социал-фашизм - Совокупность политических взглядов {Совокупность} 	 type:NAN
социал-шовинизм - Совокупность политических взглядов {Совокупность} 	 type:NAN
социолог - Специалист по социологии {Специалист} 	 type:NPN
социометрия - Отрасль социальной психологии {Отрасль} 	 type:NAN
сочельник - Канун церковных праздников {Канун} 	 type:NAN
спайка - Место соединения спаянных частей {Место} 	 type:NNAN 
спайнолепестные - Подкласс двудольных растений {Подкласс} 	 type:NAN
спартанец - Гражданин древнегреческого государства {Гражданин} 	 type:NAN
спектрограф - прибор для получения {прибор} 	 type:NPN
спектрометр - Прибор для измерения {Прибор} 	 type:NPN
спелеолог - Специалист по спелеологии {Специалист} 	 type:NPN
сперматозоид - клетка животного организма {клетка} 	 type:NAN
специальность - Специальный отрасль науки {отрасль} 	 type:ANN 
специфика - Совокупность отличительных особенностей {Совокупность} 	 type:NAN
спецназ - подразделения специального назначения {подразделения} 	 type:NAN
спецсеминар - Семинар по специальности {Семинар} 	 type:NPN
спецслужба - служба для ведения {служба} 	 type:NPN
спидофобия - состояние вследствие боязни {состояние} 	 type:NPN
спирометр - Прибор для измерения {Прибор} 	 type:NPN
спирометрия - Измерение жизненной ёмкости {Измерение} 	 type:NAN
спиртометр - Прибор для измерения {Прибор} 	 type:NPN
спица - игла для вязания {игла} 	 type:NPN
спич - застольная приветственная речь {речь} 	 type:AAN 
сплошняк - однородная масса чего {масса} 	 type:ANN 
спокойствие - Отсутствие шума большого движения {Отсутствие} 	 type:NNAN 
сполохи - сияние вспышки яркого {сияние} 	 type:NNA 
спондилит - воспалительное заболевание позвоночника {заболевание} 	 type:ANN 
споровики - Класс одноклеточных животных {Класс} 	 type:NAN
спорофилл - лист споровых растений {лист} 	 type:NAN
спортивки - туфли для занятий {туфли} 	 type:NPN
справедливость - Справедливый справедливое отношение {отношение} 	 type:AAN 
спринцовка - Прибор для спринцевания {Прибор} 	 type:NPN
спуд - места из хранилища {места} 	 type:NPN
сражение","сраженье - боевое столкновение войск {столкновение} 	 type:ANN 
сребреник - мелкая серебрянная монета {монета} 	 type:AAN 
средневековье - Период от конца {Период} 	 type:NPN
сретение","сретенье - Встреча православной церкви {Встреча} 	 type:NAN
срыв - Неудача в чём {Неудача} 	 type:NPN
ссора - Состояние взаимной вражды {Состояние} 	 type:NAN
ссыпка - Устройство для ссыпания {Устройство} 	 type:NPN
ставень","ставня - створка для прикрытия {створка} 	 type:NPN
ставка - Место расположения высшего военноначальника {Место} 	 type:NNAN 
ставрида - промысловая рыба отряда {рыба} 	 type:ANN 
стажировка - Прохождение испытательного срока {Прохождение} 	 type:NAN
стакан - сосуд цилиндрической формы {сосуд} 	 type:NAN
сталь - металл серебристо-серого цвета {металл} 	 type:NAN
стан - Место временного расположения {Место} 	 type:NAN
становище - Место временного расположения {Место} 	 type:NAN
становление - Выявление определенных признаков {Выявление} 	 type:NAN
станок - Машина для обработки {Машина} 	 type:NPN
станок - станция в Сибири {станция} 	 type:NPN
станция - Пункт остановки железнодорожных поездов {Пункт} 	 type:NNAN 
старейшина - Глава родовой общины {Глава} 	 type:NAN
старка - выдержанной крепкой водки {водки} 	 type:AAN 
старообрядчество - движение в России {движение} 	 type:NPN
стартовик - Работник стартовой команды {Работник} 	 type:NAN
статья - сочинение небольшого размера {сочинение} 	 type:NAN
статья - публицистическое научно-популярное сочинение {сочинение} 	 type:AAN 
стафилококк - бактерий шаровидной формы {бактерий} 	 type:NAN
стафилококк - болезнетворных неподвижных бактерий {бактерий} 	 type:AAN 
стачка - массовое прекращение работы {прекращение} 	 type:ANN 
створ - Створка больших размеров {Створка} 	 type:NAN
стебель - Ось побега травянистого растения {Ось} 	 type:NNAN 
стеблевание - Появление у корнеплодов {Появление} 	 type:NPN
стеклильщик - Рабочий кожевенного производства {Рабочий} 	 type:NAN
стекловар - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стекловарение - Приготовление стеклянной массы {Приготовление} 	 type:NAN
стеклограф - Прибор для печатания {Прибор} 	 type:NPN
стеклография - Воспроизведение машинописного текста {Воспроизведение} 	 type:NAN
стеклодел - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стеклоочиститель - Приспособление для очистки {Приспособление} 	 type:NPN
стеклопосуда - Изделия из стекла {Изделия} 	 type:NPN
стеклоткань - Материал из стекловолокна {Материал} 	 type:NPN
стемалит - строительное закалённое стекло {стекло} 	 type:AAN 
стенограмма - запись устной речи {запись} 	 type:NAN
стенография - Способ быстрой записи {Способ} 	 type:NAN
стенолаз - Птица отряда воробьиных {Птица} 	 type:NNA 
степь - безлесное ровное пространство {пространство} 	 type:AAN 
стереография - изображение геометрических тел {изображение} 	 type:NAN
стереокомплекс - Комплекс стереофонической аппаратуры {Комплекс} 	 type:NAN
стереометрия - Раздел элементарной геометрии {Раздел} 	 type:NAN
стереопроектор - прибор для проецирования {прибор} 	 type:NPN
стерилизация - Уничтожение микроорганизмов различных веществ {Уничтожение} 	 type:NNAN 
стихоплёт - бездарный сочинитель стихов {сочинитель} 	 type:ANN 
стихосложение - Способ организации звукового состава {Способ} 	 type:NNAN 
стлань - слоем на поверхности {слоем} 	 type:NPN
стланьё - первичной обработки льна {обработки} 	 type:ANN 
стойка - положение тела стоящего человека {положение} 	 type:NNAN 
столбец - Ряд коротких строк {Ряд} 	 type:NAN
столбняк - инфекционное заболевание человека {заболевание} 	 type:ANN 
столоначальник - чиновник среднего звена {чиновник} 	 type:NAN
стоматит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
стоп - Команда для прекращения {Команда} 	 type:NPN
стопа - ритмическая единица стиха {единица} 	 type:ANN 
стопка - стаканчик для вина {стаканчик} 	 type:NPN
стопор - Приспособление для остановки {Приспособление} 	 type:NPN
стортинг - Парламент в Норвегии {Парламент} 	 type:NPN
стратегия - область военного искусства {область} 	 type:NAN
стратиграфия - Раздел исторической геологии {Раздел} 	 type:NAN
страх - Состояние сильной тревоги {Состояние} 	 type:NAN
страхолюд","страхолюдина - Страшилище о ком {Страшилище} 	 type:NPN
стрелкование - Появление у растения {Появление} 	 type:NPN
стрелолист - болотное травянистое растение {растение} 	 type:AAN 
стрельба - Стрелять тренировочные занятия {занятия} 	 type:AAN 
стрептококки - бактерий шаровидной формы {бактерий} 	 type:NAN
стрибог - бог воздушных стихий {бог} 	 type:NAN
строгость - отноошение к кому {отноошение} 	 type:NPN
строевик - Военнослужащий строевых частей {Военнослужащий} 	 type:NAN
стройотряд - отряд профессиональных рабочих {отряд} 	 type:NAN
строчка - шов на ткани {шов} 	 type:NPN
стружка - узкая полоска чего {полоска} 	 type:ANN 
струма - разрастание желез внутренней секреции {разрастание} 	 type:NNAN 
струнодержатель - Деталь струнных инструментов {Деталь} 	 type:NAN
струя - поток текущей воды {поток} 	 type:NAN
стряпка - Стряпуха для приготовления {Стряпуха} 	 type:NPN
стук - звук от удара {звук} 	 type:NPN
стукалка - азартной карточной игры {игры} 	 type:AAN 
ступень - горизонтальных выступов лестницы {выступов} 	 type:ANN 
