аа - отправление естественных потребностей {отправление} 	 type:NAN
самоклад - Рама для укладки {Рама} 	 type:NPN
самоназвание - Имя к какая {Имя} 	 type:NPN
самоопыление - обоеполыми цветками растений {цветками} 	 type:ANN 
самопал - ружье примитивного устройства {ружье} 	 type:NAN
самопомощь - поддержка внутри какой {поддержка} 	 type:NPN
самопуск - Приспособление для пуска {Приспособление} 	 type:NPN
саморазвитие - Развитие собственных сил {Развитие} 	 type:NAN
самосмаз - Приспособление для самосмазки {Приспособление} 	 type:NPN
самосуд - расправа без ведома {расправа} 	 type:NPN
самотаска - транспортер непрерывного действия {транспортер} 	 type:NAN
самоуглублённость - Состояние самоуглубленного человека {Состояние} 	 type:NAN
самоуправство - Применение личного произвола {Применение} 	 type:NAN
самшит - пальма из семейства {пальма} 	 type:NPN
сангвин","сангвина - красный минеральный карандаш {карандаш} 	 type:AAN 
сангвиник - Человек сангвинического темперамента {Человек} 	 type:NAN
сандомирка - мягкой озимой пшеницы {пшеницы} 	 type:AAN 
санскрит - язык древних индусов {язык} 	 type:NAN
сантим - монета во Франции {монета} 	 type:NPN
сап - болезнь у лошадей {болезнь} 	 type:NPN
сапонин - Вещество растительного происхождения {Вещество} 	 type:NAN
сарабанда - испанский народный танец {танец} 	 type:AAN 
сарай - помещение для хранения {помещение} 	 type:NPN
сардина","сардинка - рыбка из семейства {рыбка} 	 type:NPN
саржа - Ткань для подкладки {Ткань} 	 type:NPN
сарматы - Группа иранских племен {Группа} 	 type:NAN
сатин - атласистая бумажная ткань {ткань} 	 type:AAN 
сатириаз","сатириазис - повышенная половая возбудимость {возбудимость} 	 type:AAN 
сатириаз","сатириазис - половая возбудимость мужчины {возбудимость} 	 type:ANN 
сатуратор - Прибор для сатурации {Прибор} 	 type:NPN
сафьян - кожа высокого качества {кожа} 	 type:NAN
сахар","сахар-медович - основных питательных продуктов {продуктов} 	 type:AAN 
сахариметр - Прибор для определения {Прибор} 	 type:NPN
сахарин - сладкий мелкокристаллический порошок {порошок} 	 type:AAN 
сахарин - мелкокристаллический порошок (продукт {порошок} 	 type:ANN 
сахарник - Рабочий сахарной промышленности {Рабочий} 	 type:NAN
сахарозаводчик - Владелец сахарного завода {Владелец} 	 type:NAN
сахаронос - растение из к {растение} 	 type:NPN
сбир - инквизиции (истор Италии {инквизиции} 	 type:NPN
сбир - служащий инквизиции (истор {инквизиции} 	 type:ANN 
сбитень - напиток из меда {напиток} 	 type:NPN
сбыт - Продажа готовой продукции {Продажа} 	 type:NAN
сварка - Соединение металлических частей {Соединение} 	 type:NAN
свекловица - свеклы из корней {свеклы} 	 type:NPN
свеклокомбайн - Машина для выкапывания {Машина} 	 type:NPN
свеклокопатель - Орудие для выкапывания {Орудие} 	 type:NPN
свеклоподъёмник - Орудие для выкапывания {Орудие} 	 type:NPN
сверло - инструмент посредством вращения {инструмент} 	 type:NPN
сверхчеловек - реакционной философии Ницше {философии} 	 type:ANN 
сверчок - Насекомое из отряда {Насекомое} 	 type:NPN
светец - Подставка для лучины {Подставка} 	 type:NPN
светлица - светлая парадная комната {комната} 	 type:AAN 
светляк - Насекомое из отряда {Насекомое} 	 type:NPN
светолечебница - Лечебница для лечения {Лечебница} 	 type:NPN
свеча - цилиндр из какого {цилиндр} 	 type:NPN
свивальник - узкая полоса ткани {полоса} 	 type:ANN 
свиристель - птичка из отряда {птичка} 	 type:NPN
свистопляска - безудержное разнузданное проявление {проявление} 	 type:AAN 
свистопляска - разнузданное проявление чего {проявление} 	 type:ANN 
свистулька - преимущ игрушечный свисток {свисток} 	 type:AAN 
свита - одежды у украинцев {одежды} 	 type:NPN
свита - верхней длинной одежды {одежды} 	 type:AAN 
свитер - фуфайка без застежек {фуфайка} 	 type:NPN
свищ - Изьян в чем {Изьян} 	 type:NPN
связь - -н с чем {-н} 	 type:NPN
свясло - жгут для вязки {жгут} 	 type:NPN
святыня - предмет религиозного почитания {предмет} 	 type:NAN
севосмен - Система чередования сельскохозяйственных культур {Система} 	 type:NNAN 
сеид - титул лиц ведущих {титул} 	 type:NNA 
сеид - почетный титул лиц {титул} 	 type:ANN 
сейм - законодательного собрания парламента {собрания} 	 type:ANN 
сейнер - рыболовное судно типа {судно} 	 type:ANN 
секста - ступень диатонической гаммы {ступень} 	 type:NAN
сектант - Последователь какой религиозной секты {Последователь} 	 type:NNAN 
селенит - гипс золотисто цвета {гипс} 	 type:NAN
селитряница - производстве искусственной селитры {производстве} 	 type:NAN
селитьба - площадь в городах {площадь} 	 type:NPN
сельвасы - лес в Ю {лес} 	 type:NPN
сельфакторщик - Рабочий текстильного производства {Рабочий} 	 type:NAN
селянка - суп из рыбы {суп} 	 type:NPN
семизвездие - больших видимых звезд {звезд} 	 type:AAN 
семик - Пережиток древней религии {Пережиток} 	 type:NAN
семинарист - Ученик семинарии духовной учительской {Ученик} 	 type:NNAN 
семинария - среднее учебное заведение {заведение} 	 type:AAN 
сено - трава для корма {трава} 	 type:NPN
сеноворошилка - Машина для ворошения {Машина} 	 type:NPN
сенокопнитель - машина для складывания {машина} 	 type:NPN
сенонагрузчик - машина для уборки {машина} 	 type:NPN
сеноподъёмник - машина для подачи {машина} 	 type:NPN
сенособиратель - машина для собирания {машина} 	 type:NPN
сеноставец","сеноставка - Животное из отряда {Животное} 	 type:NPN
сеносушилка - машина для сушки {машина} 	 type:NPN
сенотаска - Машина для захватывания {Машина} 	 type:NPN
сентябрь - месяц календарного года {месяц} 	 type:NAN
сепаратист - Сторонник политического сепаратизма {Сторонник} 	 type:NAN
сервант - буфет для хранения {буфет} 	 type:NPN
сердцевед","сердцеведец - Знаток человеческого сердца {Знаток} 	 type:NAN
серенада - средневековой поэзии трубадуров {поэзии} 	 type:ANN 
сержант - унтер-офицер во Франции {унтер-офицер} 	 type:NPN
серп - орудие для срезывания {орудие} 	 type:NPN
серпантин - разноцветная бумажная лента {лента} 	 type:AAN 
серпянка - материя редкого плетения {материя} 	 type:NAN
сетка - отделов желудка жвачного {отделов} 	 type:NNA 
сетка - сеть различного назначения {сеть} 	 type:NAN
сеттльмент - нек крупных городах {нек} 	 type:NAN
сеть - Приспособление для ловли {Приспособление} 	 type:NPN
сечь - организации запорожского казачества {организации} 	 type:NAN
сеялка - Машина для посева {Машина} 	 type:NPN
си - нот музыкальной гаммы {нот} 	 type:NAN
сибилянт - звук (с з {звук} 	 type:NPN
сивка","сивко - Лошадь сивой масти {Лошадь} 	 type:NAN
сиводушка - сибирская красная лисица {лисица} 	 type:AAN 
сиворонка - Птица из отряда {Птица} 	 type:NPN
сивуха - некрепкая хлебная водка {водка} 	 type:AAN 
сигара - трубочку для курения {трубочку} 	 type:NPN
сигарета - сигара без мундштука {сигара} 	 type:NPN
сигнал - знак для передачи {знак} 	 type:NPN
сигнал - зрительный условный знак {знак} 	 type:AAN 
сигнализатор - Прибор для сигнализации {Прибор} 	 type:NPN
сигуранца - политической полиции охранки {полиции} 	 type:ANN 
сиенит - порода зернистого строения {порода} 	 type:NAN
сизарь - голубь родоначальник домашних голубей {голубь} 	 type:NNAN 
сила - Способность живых существ {Способность} 	 type:NAN
силомер - Прибор для измерения {Прибор} 	 type:NPN
силуэт - контурное изображение человека {изображение} 	 type:ANN 
симония - Система замещения церковных должностей {Система} 	 type:NNAN 
симпатия - Изменение в чем {Изменение} 	 type:NPN
симфония - произведение для оркестра {произведение} 	 type:NPN
синаксарий","синаксарь - древней церковной литературе {литературе} 	 type:AAN 
синель - шнурок для бахромы {шнурок} 	 type:NPN
синод - учреждение в России {учреждение} 	 type:NPN
синод - коллегиальное церковное учреждение {учреждение} 	 type:AAN 
синолог - Специалист по синологии {Специалист} 	 type:NPN
синоптика - Составление синоптических данных {Составление} 	 type:NAN
синус - различных пазух углублений {пазух} 	 type:ANN 
синюховые - Семейство многолетних трав {Семейство} 	 type:NAN
синяк - кровоподтек на теле {кровоподтек} 	 type:NPN
сионизм - реакционное буржуазно движение {движение} 	 type:AAN 
сипай - Солдат колониальных войск {Солдат} 	 type:NAN
систола - сокращение мышечного органа {сокращение} 	 type:NAN
сиська","сися - Сосок (женской груди {Сосок} 	 type:NAN
ситниковые - Семейство однодольных растений {Семейство} 	 type:NAN
сито - Принадлежность для просеивания {Принадлежность} 	 type:NPN
ситовейка - Машина для очистки {Машина} 	 type:NPN
сказуемое - главных членов предложения {членов} 	 type:ANN 
скалка - валик на к {валик} 	 type:NPN
скамейка - Приспособление для сиденья {Приспособление} 	 type:NPN
скатерть - Кусок ткани особой выработки {Кусок} 	 type:NNAN 
сквер - сад в городе {сад} 	 type:NPN
скверна - гнусное мерзкое пороки {пороки} 	 type:AAN 
скворец - птица из отряда {птица} 	 type:NPN
скворец - перелетная певчая птица {птица} 	 type:AAN 
скепсис - отношение к чему {отношение} 	 type:NPN
скептик - Сторонник скептицизма скептического направления {Сторонник} 	 type:NNAN 
скитальчество - скитальческий образ жизни {образ} 	 type:ANN 
скиф - малоустойчивая гоночная лодка {лодка} 	 type:AAN 
склера - оболочка глазного яблока {оболочка} 	 type:NAN
склерометр - приборов для измерения {приборов} 	 type:NPN
склонность - Расположение к кому {Расположение} 	 type:NPN
скоблильщик - Рабочий разных производств {Рабочий} 	 type:NAN
сковорода - посуда для жаренья {посуда} 	 type:NPN
сколопендра - Животное из класса {Животное} 	 type:NPN
скопидом - Человек у к {Человек} 	 type:NPN
скородум - решительный находчивый человек {человек} 	 type:AAN 
скорпион - животное из класса {животное} 	 type:NPN
скотозаготовки - Заготовка скота домашних животных {Заготовка} 	 type:NNAN 
скотолечебница - Учреждение для лечения {Учреждение} 	 type:NPN
скребница - щетка для чистки {щетка} 	 type:NPN
скребок - орудие для соскабливания {орудие} 	 type:NPN
скрепка - приспособление для скрепления {приспособление} 	 type:NPN
скрип - шум высокого тона {шум} 	 type:NAN
скромник - Человек скромного поведения {Человек} 	 type:NAN
скруббер","скрубер - Приспособление для улавливания {Приспособление} 	 type:NPN
скрупул - единица аптекарского веса {единица} 	 type:NAN
скульптура - Искусство изготовления объемных {Искусство} 	 type:NNA 
скупщина - парламента в Югославии {парламента} 	 type:NPN
слабоумие - Недостаточность умственных способностей {Недостаточность} 	 type:NAN
славка - птица из отряда {птица} 	 type:NPN
славянофоб - Противник культурно сближения {Противник} 	 type:NAN
сланцеватость - Свойство горных пород {Свойство} 	 type:NAN
сливки - жирный молочный продукт {продукт} 	 type:AAN 
сливкоотделитель - Аппарат для отделения {Аппарат} 	 type:NPN
слизь - скользкая жидкая масса {масса} 	 type:AAN 
слип - Сооружение для подъема {Сооружение} 	 type:NPN
словопроизводство - Образование производных слов {Образование} 	 type:NAN
словоупотребление - Употребление в речи {Употребление} 	 type:NPN
службист - проникнутый служебным формализмом {формализмом} 	 type:AAN 
слюда - минерал сложного состава {минерал} 	 type:NAN
слюна - мутная тягучая жидкость {жидкость} 	 type:AAN 
слюнявка - Нагрудник у детей {Нагрудник} 	 type:NPN
слябинг - стан для изготовления {стан} 	 type:NPN
смеситель - Машина для приготовления {Машина} 	 type:NPN
смеска - Смешение разных сортов {Смешение} 	 type:NAN
смесь - беспорядочная лишенная стройности {стройности} 	 type:AAN 
смесь - лишенная стройности единства {стройности} 	 type:ANN 
смета - Исчисление предстоящих расходов {Исчисление} 	 type:NAN
смех - сильные выдыхательные движения {движения} 	 type:AAN 
смешок - короткий непродолжительный смех {смех} 	 type:AAN 
смокинг - Пиджак черного сукна {Пиджак} 	 type:NAN
смоляк - старый моховой торф {торф} 	 type:AAN 
сморчок - гриб из класса {гриб} 	 type:NPN
смотр - официальное освидетельствование чего {освидетельствование} 	 type:ANN 
смотря - Дееприч к смотреть {Дееприч} 	 type:NPN
смывки - Остатки от чего {Остатки} 	 type:NPN
смысл - логическое содержание (слова {содержание} 	 type:ANN 
смятение - Состояние крайнего замешательства {Состояние} 	 type:NAN
снайпер - Стрелок высшей квалификации {Стрелок} 	 type:NAN
снегирь - птичка из отряда {птичка} 	 type:NPN
снегирь - серая певчая птичка {птичка} 	 type:AAN 
сноровка - Ловкость в каком {Ловкость} 	 type:NPN
снос - прочном платье обуви {платье} 	 type:ANN 
соборование - наз таинств православной церкви {наз} 	 type:NNAN 
совбарышня - годы советской власти {годы} 	 type:NAN
совик - одежда из шкур {одежда} 	 type:NPN
совпартшкола - Школа для подготовки {Школа} 	 type:NPN
совторгслужащие - Члены профессионального союза {Члены} 	 type:NAN
совхоз - государственное сельскохозяйственное предприятие {предприятие} 	 type:AAN 
согласие - ответ на что {ответ} 	 type:NPN
сода - кристаллическое щелочное вещество {вещество} 	 type:AAN 
содомизм - Склонность к содомии {Склонность} 	 type:NPN
соединитель - -н с чем {-н} 	 type:NPN
сойка - птица из отряда {птица} 	 type:NPN
сойма - палубное грузовое судно {судно} 	 type:AAN 
сокол - большой железный лом {лом} 	 type:AAN 
соколок - передней ноге лошади {ноге} 	 type:ANN 
соколообразные - дневных хищных птиц {птиц} 	 type:AAN 
солдатик - Ласкат к солдат {Ласкат} 	 type:NPN
солеломня - Место выработки каменной соли {Место} 	 type:NNAN 
солепромышленник - Владелец солепромышленного предприятия {Владелец} 	 type:NAN
солитер - крупного брильянта (мин {брильянта} 	 type:ANN 
солодильня - Помещение для соложения {Помещение} 	 type:NPN
солодовник - Рабочий солодовенного завода {Рабочий} 	 type:NAN
солома - Стебли хлебных злаков {Стебли} 	 type:NAN
соломина - стебель соломы хлебного злака {стебель} 	 type:NNAN 
соломокрутка - Машина для кручения {Машина} 	 type:NPN
соломоподъёмник - Приспособление для удаления {Приспособление} 	 type:NPN
соломорезка - Машина для резки {Машина} 	 type:NPN
солонка - сосуд для соли {сосуд} 	 type:NPN
соль - нот музыкальной гаммы {нот} 	 type:NAN
сольфеджио - упражнение для развития {упражнение} 	 type:NPN
солярий","соляриум - Площадка для принятия {Площадка} 	 type:NPN
сомнение - Неуверенность в истинности {Неуверенность} 	 type:NPN
сообщник - Соучастник преступного замысла {Соучастник} 	 type:NAN
соответствие - Соотношение между чем {Соотношение} 	 type:NPN
сопрано - высокий женский голос {голос} 	 type:AAN 
сорока - женский головной убор {убор} 	 type:AAN 
сорока - головной убор род {убор} 	 type:ANN 
сорокопут - Птица из отряда {Птица} 	 type:NPN
сорочины - день со дня {день} 	 type:NPN
сортопрокатка - Прокатка сортового железа {Прокатка} 	 type:NAN
сортосмена - Замена беспородных семян {Замена} 	 type:NAN
сословие - основе классовых отношений {основе} 	 type:NAN
состояние - Пребывание в каком {Пребывание} 	 type:NPN
состоятельность - Степень материального благосостояния {Степень} 	 type:NAN
состязательность - ведение судебного процесса {ведение} 	 type:NAN
сосуд - Вместилище для жидкости {Вместилище} 	 type:NPN
сотерн - виноградного белого вина {вина} 	 type:AAN 
сотский - лицо сельской полиции {лицо} 	 type:NAN
соты - Постройка из воска {Постройка} 	 type:NPN
соусник","соусница - посуда для соуса {посуда} 	 type:NPN
соха - орудие для распахивания {орудие} 	 type:NPN
социалист - Сторонник социализма социалистической партии {Сторонник} 	 type:NNAN 
сочельник - Канун церковных праздников {Канун} 	 type:NAN
сочиво - Сок из семян {Сок} 	 type:NPN
спевка - Репетиция вокального коллектива {Репетиция} 	 type:NAN
спектрометрия - Измерение длины световых волн {Измерение} 	 type:NNAN 
спектроскоп - Прибор для наблюдения {Прибор} 	 type:NPN
спермацет - масса без вкуса {масса} 	 type:NPN
спецодежда - одежда для работы {одежда} 	 type:NPN
спецставка - ставка заработной платы {ставка} 	 type:NAN
спецставка - особая повышенная ставка {ставка} 	 type:AAN 
спинозизм - Учение голландского философа {Учение} 	 type:NAN
спиритизм - убеждение в возможности {убеждение} 	 type:NPN
спирометр - Прибор для измерения {Прибор} 	 type:NPN
спиртомер - Прибор для измерения {Прибор} 	 type:NPN
спица - игла для вязания {игла} 	 type:NPN
спичечница - коробка для спичек {коробка} 	 type:NPN
сплетня - слух о ком {слух} 	 type:NPN
спора - образование посредством к {образование} 	 type:NPN
споровик - малое паразитическое животное {животное} 	 type:AAN 
споролистик - Лист споровых растений {Лист} 	 type:NAN
спорыш - трава из семейства {трава} 	 type:NPN
спорыш - однолетняя сорная трава {трава} 	 type:AAN 
спрут - животное класса головоногих {животное} 	 type:NNA 
сражение - боевое столкновение войск {столкновение} 	 type:ANN 
среда - дня семидневной недели {дня} 	 type:NAN
ссучивальщик - Рабочий текстильного производства {Рабочий} 	 type:NAN
ста - Употр после слов {Употр} 	 type:NPN
ставец - Сосуд для питья {Сосуд} 	 type:NPN
ставня - затвор у окон {затвор} 	 type:NPN
ставня - одностворчатый деревянный затвор {затвор} 	 type:AAN 
стажировка - Прохождение испытательного стажа {Прохождение} 	 type:NAN
стакан - сосуд для питья {сосуд} 	 type:NPN
сталелитейщик - Рабочий сталелитейного производства {Рабочий} 	 type:NAN
сталеплавильщик - Рабочий сталеплавильного производства {Рабочий} 	 type:NAN
сталепрокатчик - Рабочий сталепрокатного производства {Рабочий} 	 type:NAN
становище - Место стоянки временного расположения {Место} 	 type:NNAN 
станок - Машина для обработки {Машина} 	 type:NPN
старка - выдержанной крепкой водки {водки} 	 type:AAN 
староста - лицо для ведения {лицо} 	 type:NPN
старочехи - партия чешских националистов {партия} 	 type:NAN
статика - Отдел теоретической механики {Отдел} 	 type:NAN
статс-дама - придворное звание женщины {звание} 	 type:ANN 
статс-секретарь - звание высших чиновников {звание} 	 type:NAN
статуя - изображение человеческой фигуры {изображение} 	 type:NAN
статья - Сочинение небольшого размера {Сочинение} 	 type:NAN
стахановец - Работник социалистической эпохи {Работник} 	 type:NAN
стая - Группа мелких животных {Группа} 	 type:NAN
ствол - стебель у деревьев {стебель} 	 type:NPN
стеблевание - Появление у растения {Появление} 	 type:NPN
стеклильщик - Рабочий кожевенного производства {Рабочий} 	 type:NAN
стекло - хрупкое прозрачное вещество {вещество} 	 type:AAN 
стекловар - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стеклограф - Прибор для печатания {Прибор} 	 type:NPN
стеклодел - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стекломозаичник - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стеклорез - Рабочий стекольной промышленности {Рабочий} 	 type:NAN
стеклофарфорщик - Рабочий стекольно промышленности {Рабочий} 	 type:NAN
стеллит - металлический сплав кобальта {сплав} 	 type:ANN 
стенгазетчик - Член редакционной коллегии {Член} 	 type:NAN
стенограф - Специалист по записи {Специалист} 	 type:NPN
стенотипист - Специалист по записи {Специалист} 	 type:NPN
стереоскоп - прибор при помощи {прибор} 	 type:NPN
стереотип - цилиндрическая металлическая пластина {пластина} 	 type:AAN 
стереохимия - Отдел органической химии {Отдел} 	 type:NAN
стерилизатор - Аппарат для стерилизации {Аппарат} 	 type:NPN
стесовщик - Рабочий кожевенной промышленности {Рабочий} 	 type:NAN
стетоскоп - Трубка для выслушивания {Трубка} 	 type:NPN
стигматизация","стигматизм - Наличие кровавых язв {Наличие} 	 type:NAN
стиль - Совокупность художественных средств {Совокупность} 	 type:NAN
стильщик - Рабочий торфяной промышленности {Рабочий} 	 type:NAN
стирол - вещество желтоватого цвета {вещество} 	 type:NAN
стироль - порошка для стирки {порошка} 	 type:NPN
стихоплётство - Писание бездарных стихов {Писание} 	 type:NAN
стогометатель - машина для складывания {машина} 	 type:NPN
стоимость - условиях товарного производства {условиях} 	 type:NAN
стол - Предмет домашней мебели {Предмет} 	 type:NAN
столбец - Ряд коротких строк {Ряд} 	 type:NAN
столбняк - Состояние полной неподвижности {Состояние} 	 type:NAN
столишка - плохой стол (см {стол} 	 type:ANN 
стоматит - Воспаление слизистой оболочки {Воспаление} 	 type:NAN
стопорезчик - Рабочий бумажного производства {Рабочий} 	 type:NAN
сторожок - Приспособление для фиксирования {Приспособление} 	 type:NPN
стортинг - парламента в Норвегии {парламента} 	 type:NPN
страдивариус - Скрипка совершенной формы {Скрипка} 	 type:NAN
стратодирижабль - Дирижабль специальной конструкции {Дирижабль} 	 type:NAN
стратоплан - Аэроплан для полетов {Аэроплан} 	 type:NPN
стратостат - шар для полетов {шар} 	 type:NPN
страус - птица жарких стран {птица} 	 type:NAN
страусятник - Помещение для содержания {Помещение} 	 type:NPN
страх - Состояние крайней тревоги {Состояние} 	 type:NAN
страхкасса - Касса социального страхования {Касса} 	 type:NAN
стрекоза - насекомое из отряда {насекомое} 	 type:NPN
стрекот - короткие частые звуки {звуки} 	 type:AAN 
стрепет - птица из рода {птица} 	 type:NPN
стригала - Рабочий кожевенного производства {Рабочий} 	 type:NAN
стрингер - Брус вдоль корпуса {Брус} 	 type:NPN
стриппер - Механизм для выталкивания {Механизм} 	 type:NPN
стробоскоп - Прибор для получения {Прибор} 	 type:NPN
стробоскопия - Наблюдение посредством стробоскопа {Наблюдение} 	 type:NPN
строевик - Военнослужащий строевых частей {Военнослужащий} 	 type:NAN
стронций - металл желтоватого цвета {металл} 	 type:NAN
строп - гуж для тяги {гуж} 	 type:NPN
стропило - Служащие для устройства {Служащие} 	 type:NPN
строфика - Членение стихотворного текста {Членение} 	 type:NAN
струг - инструментов для строгания {инструментов} 	 type:NPN
струна - нить (из металла {нить} 	 type:NPN
стрюцкий - неосновательный ничтожный человек {человек} 	 type:AAN 
стукалка - азартной карточной игры {игры} 	 type:AAN 
стукотня - Шум от стука {Шум} 	 type:NPN
стул - мебели для сиденья {мебели} 	 type:NPN
ступа - тяжелый деревянный сосуд {сосуд} 	 type:AAN 
ступор - состояние при нек {состояние} 	 type:NPN
суббота - воскресеньем дня семидневной недели {воскресеньем} 	 type:NNAN 
субботник - бесплатное коллективное выполнение {выполнение} 	 type:AAN 
субретка - Персонаж старинных комедий {Персонаж} 	 type:NAN
субстратостат - Аэростат для полетов {Аэростат} 	 type:NPN
субъективизм - Направление идеалистической философии {Направление} 	 type:NAN
суверен - Носитель верховной власти {Носитель} 	 type:NAN
судак - рыба из семейства {рыба} 	 type:NPN
судно - сооружение для передвижения {сооружение} 	 type:NPN
судопроизводство - Разрешение судебных дел {Разрешение} 	 type:NAN
судоустройство - Система судебной организации {Система} 	 type:NAN
судёнышко - плохое судно (см {судно} 	 type:ANN 
сук - отросток от ствола {отросток} 	 type:NPN
сука - Самка домашней собаки {Самка} 	 type:NAN
сукно - ткань простого т {ткань} 	 type:NAN
сукномойка - Аппарат для промывания {Аппарат} 	 type:NPN
сукровица - Жидкость желтоватого цвета {Жидкость} 	 type:NAN
сулема - порошок хлорной ртути {порошок} 	 type:NAN
сулема - ядовитый белый порошок {порошок} 	 type:AAN 
сульфат - солей разных веществ {солей} 	 type:NAN
сульфид - простых соединений серы {соединений} 	 type:ANN 
сульфит - солей сернистой кислоты {солей} 	 type:NAN
сумка - Приспособление для переноски {Приспособление} 	 type:NPN
суперавиация - сверхвысотная скоростная авиация {авиация} 	 type:AAN 
суперобложка - Обложка поверх переплета {Обложка} 	 type:NPN
супник","супница - Миска для супа {Миска} 	 type:NPN
супонь - Ремень для стягивания {Ремень} 	 type:NPN
супрематизм - направление в живописи {направление} 	 type:NPN
сургуч - смесь твердых смол {смесь} 	 type:NAN
суренщик - Игрок на сурне {Игрок} 	 type:NPN
сурок - животное из отряда {животное} 	 type:NPN
суслик - животное из отряда {животное} 	 type:NPN
суфражизм - движение в Англии {движение} 	 type:NPN
сухмень - погода без дождей {погода} 	 type:NPN
сучкорез - Машина для резки {Машина} 	 type:NPN
сушилка - Аппарат для сушки {Аппарат} 	 type:NPN
сферометр - Прибор для измерения {Прибор} 	 type:NPN
сходни - Мосток из досок {Мосток} 	 type:NPN
схоластика - средневековой идеалистической философии {философии} 	 type:AAN 
сценарий - Список действующих лиц {Список} 	 type:NAN
сшибка - Столкновение при встрече {Столкновение} 	 type:NPN
съёмник - Приспособление для снятия {Приспособление} 	 type:NPN
съёмцы - Щипцы для снятия {Щипцы} 	 type:NPN
сырник - Кушанье из творога {Кушанье} 	 type:NPN
сыроежка - Гриб из семейства {Гриб} 	 type:NPN
сыромятина - кожа сыромятной кожи {кожа} 	 type:NAN
сыч - птица из семейства {птица} 	 type:NPN
сыч - сумеречная хищная птица {птица} 	 type:AAN 
сычуг - отделов желудка жвачных животных {отделов} 	 type:NNAN 
сыщик - агент сыскной полиции {агент} 	 type:NAN
табакерка - коробочка для табака {коробочка} 	 type:NPN
табес - Сухотка спинного мозга {Сухотка} 	 type:NAN
тавлинка - табакерка из бересты {табакерка} 	 type:NPN
таволжанка - Палочка из стебля {Палочка} 	 type:NPN
тавот - мазь для смазывания {мазь} 	 type:NPN
тавотник - Масленка для тавота {Масленка} 	 type:NPN
таз - круглый металлический сосуд {сосуд} 	 type:AAN 
тайга - преимущ хвойный лес {лес} 	 type:AAN 
такса - гладкошерстая кривоногая собака {собака} 	 type:AAN 
такса - установленная органами власти {органами} 	 type:ANN 
такт - единица музыкальной речи {единица} 	 type:NAN
талер - немецкая серебряная монета {монета} 	 type:AAN 
талреп - Приспособление для оттягивания {Приспособление} 	 type:NPN
талька - Мотовило для намотки {Мотовило} 	 type:NPN
тальма - накидка без рукавов {накидка} 	 type:NPN
тамга - нек кочевых народов {нек} 	 type:NAN
танго - танец четырехдольного такта {танец} 	 type:NAN
танкист - Военнослужащий танковой части {Военнослужащий} 	 type:NAN
тантал - металл серого цвета {металл} 	 type:NAN
таран - орудие для разрушения {орудие} 	 type:NPN
тарантул - паук южной Европы {паук} 	 type:NAN
тарбаган - зверек из отряда {зверек} 	 type:NPN
татарщина - Период татарского ига {Период} 	 type:NAN
тафта - плотная шелковая ткань {ткань} 	 type:AAN 
тафья - круглая шапочка род {шапочка} 	 type:ANN 
тахеометрия - съемка для составления {съемка} 	 type:NPN
тахикардия - значительное ускорение работы {ускорение} 	 type:ANN 
тахометр - Прибор для измерения {Прибор} 	 type:NPN
тахта - диван без спинки {диван} 	 type:NPN
тачалка - Машина для брошюровки {Машина} 	 type:NPN
твердомер - Прибор для определения {Прибор} 	 type:NPN
твин - ткань саржевого переплетения {ткань} 	 type:NAN
творожник - оладья из творога {оладья} 	 type:NPN
творожница - Посуда для творога {Посуда} 	 type:NPN
тебенёк - кожаная лопасть седла {лопасть} 	 type:ANN 
тевтонец - Рыцарь тевтонского ордена {Рыцарь} 	 type:NAN
тезоименитство - Именины (какого важного лица {Именины} 	 type:NNAN 
текинцы - многочисленное племя туркмен {племя} 	 type:ANN 
текстиль - Ткани изделия прядильно промышленности {Ткани} 	 type:NNAN 
текстильщик - Рабочий текстильной промышленности {Рабочий} 	 type:NAN
текстура - расположение составных частей {расположение} 	 type:NAN
телеавтограф - прибор для передачи {прибор} 	 type:NPN
телеграф - Устройство для передачи {Устройство} 	 type:NPN
телеозавр - крокодил огромной величины {крокодил} 	 type:NAN
телепень - кистень у колокола {кистень} 	 type:NPN
телеса - жирное тело толстяка {тело} 	 type:ANN 
телескоп - прибор для наблюдения {прибор} 	 type:NPN
телескопия - Наблюдение небесных светил {Наблюдение} 	 type:NAN
телефон - Устройство для передачи {Устройство} 	 type:NPN
тенакль - Подставка для укрепления {Подставка} 	 type:NPN
тендем - Расположение каких однородных частей {Расположение} 	 type:NNAN 
тенёта - Сеть для ловли {Сеть} 	 type:NPN
теодицея - Учение посредством к {Учение} 	 type:NPN
теплород - гипотезах старой науки {гипотезах} 	 type:NAN
теплофикация - Устройство отопительной системы {Устройство} 	 type:NAN
теплушка - спортивных зимних площадках {площадках} 	 type:AAN 
термит - Насекомое жарких стран {Насекомое} 	 type:NAN
